FISHNET_ID,barley_HgHa,cassava_HgHa,groundnut_HgHa,maize_HgHa,millet_HgHa,rapeseed_HgHa,rice_HgHa,rye_HgHa,sorghum_HgHa,soybean_HgHa,sunflower_HgHa,wheat_HgHa,COUNTRY,mean_potato
46405,2.977272727,15.90856129,2.843846171,2.138748461,0.96167676,1.322434233,6.169627739,1.706969725,1.553579718,1.568363368,NA,1.644840883,China,8.98862
46406,NA,11.21896601,1.909999967,2.986315836,NA,NA,2.439502393,NA,NA,0.806168027,NA,NA,Indonesia,NA
46407,1.802533165,5.319883747,1.49000001,1.845431307,NA,NA,4.590580301,NA,3.629164169,2.362179562,NA,1.724478722,Colombia,18.2009
46408,NA,5.194562602,0.62957056,2.568073419,NA,NA,2.92060983,NA,NA,0.525572486,NA,NA,Philippines,NA
46411,0.056250002,NA,0.072395833,NA,NA,0.034895834,NA,0.052083333,0.143229167,0.065104167,0.020438743,0.050520835,Kazakhstan,0.660184
46413,1.730000019,NA,NA,2.390000105,1.045114756,0.899999976,NA,2.41876936,1.049999952,0.939999998,0.382569999,1.118262768,Russian Federation,11.8752
46416,3,16.03000069,1.25933101,2.918072385,NA,1.143612142,2.45703659,1.720000029,3.806375742,1.423217799,0.680618461,3.363121045,China,10.4521
46419,NA,12.27000046,2.539999962,3.170000076,NA,NA,4.849999905,NA,2.200000048,2.859999895,0.959999979,0.370000005,Venezuela,18.01
46421,NA,3.971077377,0.086307246,0.240849168,NA,0.392500013,0.295311644,NA,NA,0.021274218,0.376603208,NA,Brazil,NA
46422,NA,6.034992622,NA,0.469593909,NA,0.556041685,0.457615865,NA,NA,NA,0.545416653,NA,Brazil,NA
46423,NA,11.815556,2.445925889,3.052592666,NA,NA,4.067741855,NA,1.84516133,2.398709589,0.805161272,0.310322585,Venezuela,18.01
46426,3.359186379,NA,NA,3.048820686,NA,1.538333416,1.58415042,NA,NA,NA,1.041385717,2.287306746,Turkey,20.24
46428,2.658855113,NA,NA,4.065112634,0.725219667,0.945454532,3.367272832,2.063078122,0.99545455,1.130909069,0.425127035,2.418878158,Ukraine,2.64898
46429,2.925,15.62925067,2.458729655,5.186174154,1.934220511,1.196566723,2.67063419,1.677000028,3.31395961,1.4715086,1.536236339,3.082725388,China,17.5111
46432,NA,NA,0.155000006,NA,NA,NA,0.174863903,NA,NA,0.753472222,NA,NA,Ethiopia,1.58364
46433,NA,NA,0.853159498,3.332513166,NA,1.309999943,2.230334629,NA,1.886288395,1.153875142,0.653268853,3.670105829,Mexico,25.3428
46435,0.065625,0.941821138,0.090886212,0.073743562,0.06592686,NA,0.084047914,NA,0.068750003,NA,NA,0.132291665,Congo DRC,0.398704
46436,NA,11.98944855,1.909999967,2.360311747,NA,NA,1.874063832,NA,NA,0.510171226,NA,NA,Indonesia,NA
46437,NA,5.670663234,0.123161238,0.685439262,0.286931204,NA,0.470388918,NA,0.325510805,NA,0.443787862,0.774772715,Malawi,10.1191
46440,0.305558126,NA,1.665136359,2.53142773,NA,NA,NA,0.372272724,1.229025494,1.122795305,NA,1.244687676,Australia,13.993
46443,NA,NA,0.244263664,0.192382118,0.189027561,NA,NA,NA,0.159219009,NA,0.158866922,1.794545401,Botswana,NA
46445,0.424772724,5.012695959,0.425997091,0.726067236,0.412261322,NA,0.530418726,NA,0.695620501,0.466064146,NA,0.859966191,Congo DRC,2.53689
46446,0.173749998,NA,NA,0.3203125,NA,0.047073169,NA,NA,NA,NA,NA,0.160975607,New Zealand,NA
46452,1.679237631,NA,0.565986274,4.583516504,1.037796702,1.34455075,NA,0.491590905,2.759273711,1.734648211,0.619695598,1.539642525,Australia,16.8259
46453,0.346454536,NA,NA,0.45745455,0.20181819,NA,NA,NA,0.299827585,NA,NA,0.465689667,Yemen,3.60889
46455,0.903106093,NA,NA,0.621502459,1.419999957,0.504999995,NA,0.5,NA,0.479999989,NA,0.686808586,Morocco,NA
46456,0.024027778,NA,NA,0.099583338,NA,0.037499999,NA,0.064490707,0.043749998,0.039166667,NA,0.034082853,Russian Federation,0.393877
46458,0.373595746,NA,NA,1.26033872,0.762037273,NA,NA,0.610000024,1.216463216,0.019485637,0.474639543,0.522322973,Argentina,NA
46468,0.091062333,NA,0.151515152,0.047489034,0.051515152,NA,NA,NA,0.064720534,NA,NA,0.095684962,Saudi Arabia,0.130359
46473,NA,NA,NA,0.587499986,0.160416663,NA,NA,0.125000005,NA,NA,NA,NA,Argentina,2.76545
46474,NA,11.89818226,2.463030266,3.073939468,NA,NA,4.703030211,NA,2.13333338,2.773333232,0.93090907,0.358787883,Venezuela,17.5188
46475,1.394115212,NA,NA,NA,NA,0.768196129,NA,1.253214635,NA,1.048333384,NA,1.38642004,Canada,14.4301
46478,NA,1.958402554,0.028625954,0.343589195,NA,NA,2.076004959,NA,NA,NA,NA,NA,French Guiana,NA
46479,1.665925944,NA,NA,2.390000105,0.20653869,0.899999976,2.267777854,1.785455279,1.049999952,0.939999998,0.632114658,2.090322065,Russian Federation,8.82209
46480,3.467483274,NA,NA,6.364669291,NA,2.386166642,NA,NA,NA,NA,1.210249971,3.585184292,Chile,15.9149
46481,NA,NA,NA,8.591365814,NA,NA,NA,NA,NA,NA,NA,NA,United States,45.4621
46482,0.100624999,1.3921437,0.144164334,0.128999305,0.107941272,NA,0.122429796,NA,0.105416671,0.071230048,NA,0.203491271,Congo DRC,0.453469
46483,NA,5.049687637,0.079581209,0.786358121,NA,0.610555576,0.89202866,NA,NA,0.281269724,0.598888874,NA,Brazil,NA
46484,0.761944407,NA,0.231111106,NA,NA,NA,NA,NA,NA,0.09176471,0.086666668,NA,Tanzania,2.52267
46485,NA,13.38739048,0.98572181,3.562424683,NA,1.570000052,1.840775869,NA,1.732276098,2.609383017,1.539999962,0.912854307,Brazil,NA
46489,NA,11.4444446,1.909999967,1.953976252,NA,NA,3.153348646,NA,NA,1.035058967,NA,NA,Indonesia,3.12662
46490,NA,13.68026639,0.764123117,3.650683594,NA,1.557024845,1.818659442,NA,1.82196066,2.56227884,1.527272689,0.594797406,Brazil,NA
46491,NA,9.201451302,1.909999967,1.255945563,NA,NA,2.491432102,NA,NA,0.595199805,NA,NA,Indonesia,3.53548
46492,NA,11.99221358,1.909999967,2.219088425,NA,NA,2.812654846,NA,NA,0.730758094,NA,NA,Indonesia,13.4958
46499,0.699999988,12.05963802,1.129999995,3.3469944,NA,NA,2.157884359,0.660000026,2.522452116,1.908368707,0.939951241,1.116835475,Bolivia,12.3362
46500,1.270495005,NA,0.743507342,1.753267494,0.667113869,0.356646481,NA,0.324545452,1.393587331,0.758812229,0.625573568,1.03062311,Australia,11.1055
46501,1.675765745,NA,1.990372519,3.727853298,0.507333106,1.298780558,NA,0.967489728,NA,1.397186372,0.595368917,1.500996875,Turkey,25.5606
46506,NA,6.238553782,NA,1.096822782,NA,1.308333377,1.045104388,NA,NA,0.528715324,1.283333302,NA,Brazil,NA
46507,3,16.03000069,1.143329472,4.753522175,2.025498737,0.273538399,5.454989795,1.720000029,2.671809832,1.224229054,0.524725509,3.179889856,China,11.1233
46509,NA,NA,NA,NA,NA,NA,NA,NA,0.045454545,NA,NA,0.497954668,Oman,2.80126
46510,1.692943028,NA,0.50999999,3.195690268,NA,NA,6.031719228,NA,2.974244593,1.939274243,1.27687652,1.667993658,Uruguay,13.4919
46513,0.337762232,4.622507929,0.211870319,0.726571165,NA,0.010902778,0.812876883,0.310000012,NA,NA,0.046010554,NA,Bolivia,2.41789
46515,NA,0.080740266,NA,0.00549747,NA,0.010902778,0.006445294,NA,NA,NA,0.010694444,NA,Brazil,NA
46517,0.554166657,7.787060936,0.516270704,1.232027928,NA,NA,1.387472227,0.522500021,NA,NA,NA,NA,Bolivia,4.34621
46518,NA,NA,NA,9.626923243,NA,NA,6.993769721,NA,5.14300768,2.236766954,1.149631619,3.689599027,United States,1.54813
46519,2.54176755,NA,NA,5.17432375,3.374599919,1.330708757,NA,1.024712009,2.766285637,1.064188276,1.349416111,1.977563412,Croatia,8.1478
46520,NA,0.799999996,0.313636363,0.313636363,0.197121826,NA,0.686363632,NA,0.322890146,NA,0.304545462,0.717287172,Sudan,3.26073
46523,NA,12.35736581,1.540981561,1.833633352,NA,1.570000052,1.809409928,NA,0.608838203,NA,1.539999962,3.726596117,Brazil,21.434
46524,1.281008506,NA,NA,5.557871578,NA,NA,NA,0.39961845,0.242340889,0.273810947,0.025895371,0.97199638,United States,13.8632
46525,0.521109104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.461004535,Canada,3.84308
46529,NA,1.833464234,0.707554595,1.216315435,0.686231365,NA,1.915247592,NA,0.815760653,0.969474045,NA,NA,Burkina Faso,6.00994
46532,NA,3.587661564,2.595000053,1.138724906,NA,NA,2.754682896,NA,0.928413784,1.476041703,NA,NA,Costa Rica,13.4279
46535,NA,1.746666657,0.684772725,0.684772725,0.136462788,NA,1.498560597,NA,0.362015134,NA,0.664924259,NA,Sudan,7.32
46537,NA,NA,0.092517507,0.596962432,NA,0.765393225,NA,NA,NA,NA,0.48494381,NA,Mexico,NA
46539,0.126315789,0.674947397,0.066779324,0.174252907,0.09316707,0.037420598,NA,0.071666668,0.159604192,0.06804732,0.051590973,0.105160331,China,NA
46540,2.6,13.89266726,2.881716253,4.800365714,0.844584231,1.346237084,6.246835514,1.490666691,2.600191766,1.194430613,1.75074053,2.525955149,China,11.2006
46541,NA,7.696394563,0.35311148,0.708019165,NA,1.504583384,0.942495325,NA,NA,0.409122414,1.475833297,NA,Brazil,NA
46542,1.123134865,14.57225809,0.838059496,4.470042888,NA,1.379697016,1.497571542,0.003958484,NA,2.171470474,1.3533333,1.467206033,Brazil,9.70113
46543,2.086363597,7.149175539,0.938415529,1.836966748,1.009192913,NA,2.187345955,NA,1.354655684,0.172650373,0.836818201,1.836136341,Kenya,7.26382
46545,2.863636364,15.30136429,2.5024056,1.321925897,1.487169476,1.307387938,5.05548932,1.641818209,2.895802223,1.49136431,NA,2.176444886,China,12.1289
46547,NA,9.045463468,4.789999962,1.549578159,NA,NA,2.45903182,NA,NA,NA,NA,NA,Malaysia,NA
46550,1.643626248,NA,NA,1.735543027,1.106172844,0.844444434,3.013333427,0.976340824,0.880000008,1.022222201,0.643305037,2.242941538,Ukraine,12.0406
46551,NA,1.109425955,NA,0.09565598,NA,0.152638894,0.109569998,NA,NA,NA,0.149722219,NA,Brazil,NA
46552,0.408333323,0.462262396,0.457359241,0.848851161,0.451461227,NA,0.230416803,NA,0.124709569,0.137121208,0.275519253,1.255909078,Mozambique,11.5707
46553,0.914143724,NA,NA,3.701576591,0.716707961,0.637643546,4.021877638,0.288749998,1.225359156,0.928325802,0.847724968,0.985909683,Australia,8.97382
46554,0.01844596,NA,0.03030303,0.016760835,0.01030303,NA,NA,NA,NA,NA,NA,0.022379209,Saudi Arabia,NA
46557,NA,6.368571281,0.325714282,0.663430708,0.402857142,NA,1.07454547,NA,NA,NA,0.387272716,0.921818213,Angola,6.18
46558,1.451842681,NA,NA,2.664616505,0.996856174,0.899999976,NA,4.075604081,1.049999952,0.939999998,0.898872677,2.562361792,Russian Federation,7.03234
46559,2.800918341,NA,NA,9.359999657,NA,0.601081075,NA,1.049032263,NA,NA,0.304864858,0.822640754,Chile,11.664
46561,NA,10.8868726,0.305586907,0.462492171,NA,1.379697016,1.713074491,NA,NA,NA,1.3533333,NA,Brazil,NA
46562,1.670454545,8.925795837,0.952577359,2.303250996,1.372283957,0.549931707,NA,0.957727289,2.137370101,0.925407159,0.607307204,1.19141188,China,8.92203
46564,4.601508703,NA,NA,9.359999657,NA,2.019157874,NA,3.52392022,NA,NA,1.024105239,2.76342348,Chile,17.6286
46567,NA,0.761939887,0.104926838,0.095613326,NA,NA,0.104779751,NA,NA,NA,0.107013892,NA,Congo DRC,0.332338
46568,0.545021687,NA,NA,2.251782842,0.375197519,0.382012469,2.459148095,0.177545453,0.671928742,0.543683215,0.525318386,0.576728671,Australia,5.60864
46570,NA,5.546893561,0.834912481,0.584950431,NA,NA,0.557231472,NA,0.428750008,0.945000038,NA,2.108750075,Madagascar,NA
46572,3.851262808,NA,NA,5.617684841,NA,2.779999971,4.609771252,NA,NA,NA,1.409999967,3.349802017,Chile,10.7103
46574,NA,NA,0.325227255,0.662727299,NA,NA,NA,NA,NA,NA,0.863386403,2.897535176,Namibia,NA
46575,2.86176633,NA,NA,7.193693391,1.603134001,1.026108119,NA,1.579891615,2.322466373,2.149234781,1.688009717,2.267816279,United States,24.7617
46576,NA,14.29376341,0.93350095,2.121693578,NA,1.559097274,2.171935093,NA,1.148789465,2.583370292,1.163695606,NA,Brazil,NA
46577,2.912955074,NA,NA,9.359999657,NA,0.951052622,NA,1.659817495,NA,NA,0.48236841,1.301612509,Chile,12.474
46584,0.041190477,NA,NA,0.056904764,NA,0.021428571,NA,0.054647202,0.024999999,0.022380952,NA,0.030323261,Russian Federation,0.406962
46589,NA,13.13832281,0.907992326,1.093606023,0.967944678,NA,1.858760203,NA,0.141114025,0.548759124,0.665569701,0.723172447,India,9.32905
46591,NA,4.285733206,0.265380837,0.315244788,0.266226601,NA,0.907787349,NA,NA,NA,0.384583322,0.915416698,Angola,2.9346
46593,2.065054655,NA,NA,5.709562004,NA,1.252701808,NA,1.440938671,NA,0.892500043,1.212275386,1.813416958,Canada,28.6916
46594,0.483593813,NA,0.868301685,1.475680714,0.330819325,0.163662605,NA,0.213471073,0.677253218,0.666834955,0.304585658,0.414895874,Australia,8.44021
46595,4.654975807,NA,NA,8.461684311,2.347341827,2.302166355,NA,3.526850137,4.705532054,2.050106952,1.856329923,4.621654673,France,26.0872
46596,0.103419673,NA,0.563584614,0.856790924,NA,NA,NA,0.108620689,0.358601603,0.327606057,NA,0.363171471,Australia,5.42938
46597,3,16.03000069,1.757847802,3.947514288,NA,1.591065006,8.189553618,1.720000029,3.806375742,2.172630843,0.950018893,3.82929484,China,14.3028
46598,1.63324964,NA,NA,2.485518853,0.95152241,0.899999976,NA,2.895461082,1.049999952,0.939999998,0.631685317,2.07085681,Russian Federation,6.81923
46599,NA,7.882439137,NA,0.474981427,NA,0.785000026,2.227493525,NA,0.235065147,NA,0.769999981,NA,Brazil,NA
46602,1.39616552,NA,NA,1.479805142,NA,0.429445356,NA,0.236249998,NA,NA,0.251928292,0.831640452,Australia,17.5139
46608,3.703241278,NA,NA,NA,NA,0.578269146,NA,1.103570455,NA,NA,0.980134676,4.315331446,United States,31.7203
46610,1.585833351,NA,NA,2.190833429,0.92877426,0.824999978,0.261666675,2.649391025,0.962499956,0.861666664,0.617413085,1.948978255,Russian Federation,6.09625
46613,2.6875,14.36020895,2.154880417,6.132976676,2.207790176,1.245845867,6.994810184,1.540833359,3.438694075,1.896718907,1.378987533,2.023171138,China,20.3134
46614,NA,5.752017653,0.565728463,0.907387989,NA,NA,1.323920107,NA,0.482575767,1.063636406,NA,2.373484933,Madagascar,NA
46615,2.820334856,NA,2.89759254,8.768930356,2.255000035,1.217244446,NA,1.569989422,3.923333526,NA,0.860951021,3.220975644,Portugal,33.4578
46618,NA,NA,0.458068177,NA,NA,0.22079546,NA,0.221724312,0.90625,0.411931818,NA,NA,Kazakhstan,NA
46619,0.25071436,NA,1.36626573,2.077068907,NA,NA,NA,0.305454543,1.008431175,0.921267943,NA,1.021282196,Australia,11.994
46622,2.972235435,NA,NA,2.957622047,NA,2.70277775,3.628060707,NA,NA,NA,1.370833301,4.590469811,Chile,12.3739
46628,NA,2.648006949,NA,0.444030666,NA,0.348888901,0.482688035,NA,NA,0.423279651,0.342222214,NA,Brazil,NA
46631,0.95026117,NA,0.247575753,2.746241237,0.265161883,NA,2.935929781,0.145475017,1.633824147,1.519665534,0.563580591,0.949082897,Argentina,5.16435
46632,NA,10.2078748,1.061895445,2.001765257,1.706963502,0.072695955,4.230774367,NA,0.793646719,NA,0.212514157,0.099559166,India,NA
46633,NA,NA,NA,5.035945684,NA,NA,NA,0.851261186,NA,NA,0.197297302,NA,United States,6.87252
46634,NA,9.324330367,1.411438942,2.354610911,NA,NA,3.306527818,NA,NA,NA,NA,NA,Laos,6.55178
46637,NA,NA,NA,0.016812728,NA,NA,NA,NA,0.050251987,NA,NA,0.969090901,Botswana,NA
46638,3,16.03000069,1.938700578,3.436078822,NA,1.756798116,7.572029642,1.720000029,3.806375742,2.597627333,1.048938875,3.198274084,China,16.1327
46639,0.167045453,2.338035721,0.191459371,0.200929965,NA,NA,0.224637148,NA,0.10922149,0.230582648,NA,0.336742419,Congo DRC,NA
46642,1.029948027,NA,NA,2.873686963,2.082430193,0.834374978,NA,4.042868569,0.973437456,0.871458331,1.459938244,3.753320361,Russian Federation,6.73607
46647,2.624647739,NA,NA,0.653268051,NA,1.239877081,NA,NA,NA,NA,NA,4.381558446,United States,NA
46648,3.114404187,NA,NA,5.700413545,NA,2.287036568,NA,2.437112118,NA,NA,NA,3.600473508,Poland,18.9544
46649,0.159999999,NA,0.063424759,0.080964744,0.018817768,NA,0.036598314,NA,0.047249579,NA,NA,0.091474923,Mauritania,0.394629
46650,2.618564576,NA,1.840552849,3.422069401,NA,1.980900106,5.150938244,1.948881357,NA,NA,1.180636398,2.769654729,Turkey,19.6164
46651,0.015065773,NA,1.30792653,1.582967638,NA,1.258015818,1.622597944,NA,2.668689653,0.082351297,0.683132896,2.024534996,Mexico,21.1938
46654,0.787666659,NA,NA,1.452083333,NA,0.273416659,NA,NA,NA,NA,NA,0.934999986,New Zealand,5.83773
46656,1.750988402,NA,1.932631543,2.248420063,0.891427454,0.363658556,NA,0.19511044,0.417073165,0.43902439,0.49324895,0.805258402,Greece,13.4929
46659,NA,1.585454537,0.621570246,0.69432354,NA,NA,1.360247925,NA,NA,NA,0.603553734,NA,South Sudan,6.59405
46662,NA,10.43327216,1.909999967,1.241509431,NA,NA,2.15791206,NA,NA,0.670871555,NA,NA,Indonesia,1.8835
46664,0.0175,0.334179401,0.068295007,0.065649463,0.044080396,NA,0.108155468,NA,0.035345508,0.0074327,NA,0.035277777,Congo DRC,0.186868
46666,NA,0.054010153,NA,0.043174158,0.034999999,NA,0.009530989,0.027272728,0.033064184,0.050637601,0.013106061,0.022535811,Argentina,NA
46667,2.5,13.35833391,1.253893194,3.793887739,1.055491865,0.77373581,5.845179955,1.433333357,2.991666595,1.739809888,1.092536557,2.101180243,China,14.462
46669,0.213374755,2.539430552,0.724651154,0.911423491,NA,NA,1.456493628,0.597428578,0.758830006,0.779185668,NA,0.171495823,Ecuador,1.90839
46671,5.726223272,NA,NA,8.358291312,NA,2.824993656,NA,5.186806684,NA,1.139090885,NA,7.118225591,Germany,43.4457
46676,0.494536073,NA,NA,0.418879061,NA,1.250454491,NA,NA,NA,NA,0.706923337,1.422170776,Mexico,8.16883
46678,0.379684256,NA,NA,NA,NA,NA,NA,0.075833333,NA,NA,NA,0.215462958,Australia,4.94743
46679,1.606977662,6.580555373,1.33881949,1.453211733,0.435545512,0.101527779,3.191875094,NA,0.909149535,0.413194444,0.726736132,1.711778957,Kenya,7.34124
46680,2.512109041,NA,1.029908657,6.728927135,1.750068426,1.320000052,5.349999905,1.207442641,4.339814663,2.609894276,1.748853803,2.660495281,Argentina,27.04
46681,0.869586761,1.772975271,0.207465893,0.882837175,0.509170997,NA,0.136797148,NA,0.457901909,0.875470923,0.365184166,1.254934819,Zambia,7.58945
46683,1.221927677,NA,NA,1.544554046,NA,0.128598936,NA,0.087003602,NA,0.163862127,0.589889908,0.81892133,Canada,5.48276
46684,0.166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.337652832,Mongolia,1.87025
46685,3,16.03000069,2.26460511,4.585679604,1.930405617,1.243073593,5.013058054,1.470724662,3.529774417,1.458266232,1.175798024,3.49579469,China,13.416
46686,0.891181744,16.30369513,0.017937162,3.156205644,NA,1.544049638,4.505534683,0.455177003,NA,1.449290699,1.514545417,1.208176752,Brazil,6.08799
46687,1.835984804,2.12416668,0.257170401,0.905196677,0.317036701,NA,0.305777049,NA,0.518801228,0.329562017,0.353632743,1.070964466,Zambia,6.82582
46691,1.364631701,NA,NA,6.484229891,NA,NA,NA,NA,1.74184978,NA,0.111923285,1.587587148,United States,26.6842
46692,NA,NA,0.078864691,0.033984702,0.044589689,NA,NA,NA,0.071511617,NA,NA,1.207222212,Botswana,NA
46699,1.987854623,NA,1.342533297,2.095118726,0.48098605,NA,2.193636336,0.13469697,2.139231486,1.275747585,1.086250144,1.639863548,South Africa,32.0389
46700,NA,NA,NA,8.519771099,NA,NA,NA,NA,NA,NA,NA,NA,United States,44.9455
46701,NA,4.74487991,0.547141351,1.013127577,0.463162917,NA,0.292059705,NA,0.095137391,NA,0.258270138,0.89636362,Mozambique,11.43
46702,NA,11.27173885,0.58314063,1.647741729,NA,1.415378835,1.718525615,NA,0.089039821,NA,1.388333299,NA,Brazil,0.342102
46703,3,16.03000069,2.759510341,5.493337799,1.879538516,1.208513186,6.582869596,1.720000029,2.689481576,2.192902717,1.156564879,4.758442923,China,16.2918
46706,NA,6.692599114,0.663249667,0.766619418,0.036432154,NA,2.003119425,NA,0.036478385,0.958333371,NA,NA,Côte d'Ivoire,NA
46707,0.204060874,NA,0.350303034,0.848712141,0.118484851,NA,NA,NA,NA,0.206060609,0.069545457,0.262586597,Iran,1.92626
46708,NA,NA,NA,0.811018348,0.200278244,NA,NA,0.071590909,0.223668814,NA,0.083868578,0.24325509,Australia,4.03839
46709,NA,2.679730784,NA,0.177818169,NA,0.356818194,0.21803842,NA,NA,NA,0.349999991,NA,Brazil,NA
46710,0.128244269,10.58803017,0.901903987,1.525160711,NA,1.403484895,1.576686437,0.07227273,0.14375644,0.150765908,0.902618984,0.063326147,Bolivia,0.4172
46711,0.676363636,2.130578475,0.513636361,4.25332481,NA,0.716060599,0.436017734,0.541818202,NA,NA,0.477121203,0.368020299,Chile,3.0026
46712,NA,12.2373036,1.909999967,1.651393141,NA,NA,2.60296759,NA,NA,0.888531627,NA,NA,Indonesia,3.09371
46713,0.200454544,1.896316767,0.255279143,0.253806274,NA,NA,0.20859164,NA,0.293973457,0.266056903,NA,0.405826742,Congo DRC,1.48031
46714,2.954545455,15.78712189,2.764053363,2.200597856,2.615030357,1.37591864,5.844152432,1.693939422,3.24865964,1.840121983,0.382453843,2.208458993,China,12.2778
46719,NA,5.60295069,0.286557373,0.440610426,0.354426229,NA,1.313333352,NA,NA,NA,0.473333319,1.126666705,Angola,4.56783
46720,NA,NA,NA,2.390000105,1.185503244,0.899999976,NA,0.317794532,1.049999952,0.939999998,0.685067177,1.459954143,Russian Federation,10.1659
46721,2.32700627,NA,NA,6.658096283,1.731646653,NA,NA,1.091342387,3.922524773,2.208372079,1.479799371,2.404678427,Argentina,26.026
46723,3.921285677,NA,NA,9.359999657,NA,0.926666657,NA,1.617258072,NA,NA,0.469999989,1.268237829,Chile,11.664
46727,NA,7.193248762,1.963600487,2.964831346,NA,NA,4.237324601,NA,NA,0.818223794,NA,NA,Vietnam,16.8691
46730,NA,1.758479678,NA,0.361092964,0.292727265,NA,0.704812897,0.228099183,0.725445836,0.404059721,0.271652896,0.310595982,Argentina,2.97138
46732,0.614583306,10.49256933,1.640972268,2.326319527,NA,NA,6.187430408,0.830138903,2.944097176,1.467222204,NA,1.216249991,Peru,11.0152
46733,3,16.03000069,0.228655598,1.665644611,0.040231233,1.917644746,0.375817082,1.720000029,0.127691475,2.618169715,0.113781203,3.909422179,China,18.3434
46734,1.730000019,NA,NA,2.390000105,1.16990459,0.899999976,NA,3.107324115,1.049999952,0.939999998,0.088969767,1.377119899,Russian Federation,14.3402
46739,0.596761471,NA,NA,4.057935667,1.173547973,NA,NA,0.960000038,3.71172965,1.900477554,0.989804346,1.515130683,Argentina,20.8208
46740,NA,NA,NA,1.21208421,0.55183332,NA,NA,0.238582186,NA,NA,NA,NA,Argentina,3.82461
46741,1.549999952,NA,NA,NA,NA,0.325945954,NA,0.513243218,NA,NA,NA,0.78324325,Finland,12.8333
46742,0.432500005,NA,NA,0.597500026,0.292476147,0.224999994,NA,0.776831031,0.262499988,0.234999999,0.022242442,0.344279975,Russian Federation,3.91096
46743,0.704968724,NA,0.720000029,1.933908367,0.892125842,NA,0.790000021,NA,1.645333535,3.5,NA,1.127679707,Ethiopia,8.71
46744,2.25,12.02250051,1.336147226,3.218381409,0.949942678,0.819610327,3.576494605,1.290000021,2.692499936,1.713813956,1.1602071,2.945209772,China,8.72035
46746,0.384444449,NA,NA,0.531111134,NA,0.199999995,NA,0.341334846,0.233333323,0.208888888,NA,0.232396152,Russian Federation,2.47318
46747,1.742348398,5.771425413,0.523918622,1.006400085,0.874538515,NA,1.077601957,NA,0.97388014,0.319806456,0.280757579,NA,Tanzania,3.59302
46748,2.060285926,NA,0.50999999,3.651574417,NA,NA,7.291362667,NA,3.254854755,3.029843038,1.1448381,2.071518465,Uruguay,10.3858
46749,1.730000019,NA,NA,2.390000105,1.16990459,0.899999976,NA,3.107324123,1.049999952,0.939999998,0.088969767,1.377119899,Russian Federation,14.3402
46751,1.55539626,10.05518225,1.642247087,3.204646371,0.794497513,1.009733324,3.07410538,1.078909109,2.251909037,2.395815949,1.427466482,3.138784517,China,6.88601
46753,0.438750119,NA,0.458846493,0.964199579,0.171173059,0.023607247,NA,0.143181817,0.391074522,0.436838455,0.172611578,0.358979635,Australia,5.55277
46755,NA,4.368181908,0.939393939,1.916363601,NA,NA,2.258571386,NA,0.472380942,NA,NA,NA,Cuba,22.3555
46757,NA,5.027003258,0.854972739,0.810793948,NA,NA,2.516791561,NA,0.479791676,1.057500042,NA,2.359791751,Madagascar,NA
46758,NA,14.17840033,0.908437372,1.166464839,0.85991953,NA,1.462754316,NA,0.886650049,NA,NA,NA,Mali,NA
46760,4.670333269,NA,NA,8.33936583,2.338333388,2.527227381,1.045824975,3.845788757,5.577500165,2.654492614,2.380862055,5.232879137,France,24.0145
46762,0.159545461,NA,0.205340907,NA,0.100367302,0.098977275,NA,0.20093518,0.40625,0.184659091,0.033126688,0.143530955,Kazakhstan,1.92459
46763,0.967500038,NA,1.245208321,NA,0.018437499,0.600208348,NA,0.895833333,2.463541667,1.119791667,0.108033357,0.868958359,Kazakhstan,15.7642
46765,NA,1.75999999,0.689999998,0.689999998,0.137504488,NA,1.50999999,NA,0.364778608,NA,0.670000017,NA,Sudan,7.32
46766,NA,NA,3.040768147,8.274040721,NA,NA,5.603749106,NA,3.373408638,2.046119593,NA,3.098892377,United States,6.75149
46767,NA,13.21204303,0.739728152,0.525758622,NA,1.570000052,0.663748088,NA,0.160556595,NA,1.539999962,2.371470256,Brazil,12.9313
46768,5.601836681,NA,NA,9.359999657,NA,0.926666657,NA,1.617258072,NA,NA,0.469999989,1.268237829,Chile,20.4121
46769,3,16.03000069,2.84140563,3.917268548,1.869365096,1.184197215,0.510786792,1.720000029,2.401769638,1.70924592,1.131124913,4.951295465,China,17.1068
46770,2.196102653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.942804828,Canada,14.8233
46772,NA,7.967219208,0.788763215,1.106946828,NA,NA,1.797334129,NA,0.49000001,1.080000043,NA,2.410000086,Madagascar,0.504265
46773,NA,2.98905554,0.264847066,NA,NA,NA,0.383550596,NA,NA,0.170832333,NA,NA,Liberia,NA
46776,1.538550572,NA,NA,NA,NA,0.847784016,NA,1.383052187,NA,1.1569445,NA,1.530058152,Canada,16.6783
46780,NA,1.194117819,0.81220837,1.003856689,NA,NA,1.887360626,NA,NA,NA,0.658925636,NA,South Sudan,6.38218
46781,NA,NA,NA,0.473020854,NA,0.178124995,NA,NA,0.207812491,0.186041666,NA,NA,Russian Federation,NA
46785,NA,7.252349144,NA,0.36110768,NA,1.248863678,0.549912478,NA,NA,NA,1.22499997,NA,Brazil,NA
