"","COUNTRY.x","FISHNET_ID","Latitude","Longitude","groundnut_HgHa","AET_mean","groundnut_Fertilizer","Pesticide","GDP_Mean","FISHNET_ID.1"
"5576","China",44943,24.9512,109.707,0.366449498438952,2.91129873471161,2.26115844208853,6.95136909386879,2.99627669770714,44943
"5578","China",44947,40.0912,114.198,0.498775509753244,2.59525339204331,2.22355579419514,6.95136909386879,2.99627669770714,44947
"5581","Indonesia",44950,-4.99119,122.982,0.463892984060918,2.98504536090159,1.72962257692688,4.0484418035504,2.91077933629609,44950
"5587","Argentina",44956,-35.0643,-63.6682,0.485656613980607,2.82976501357077,1.75669738272233,5.78923793550226,3.80950249718057,44956
"5593","China",44962,38.6973,113.3,0.412660247401975,2.62927911152632,2.12398853088961,6.95136909386879,2.99627669770714,44962
"5597","South Africa",44966,-28.1528,31.5533,0.365293653043442,2.81866176079762,1.20334162130924,5.25389021628127,3.49225402986176,44966
"5611","China",44981,24.9616,117.782,0.553236016675897,2.90898047697765,2.37193507752231,6.95136909386879,2.99627669770714,44981
"5618","Zambia",44990,-11.2146,32.4516,0.110995669000454,2.80106666046342,0.686409792401084,4.06785166051235,2.58561693011275,44990
"5619","Australia",44991,-17.3654,145.601,0.247611073998277,2.95050683703721,1.22820973449214,5.36316241230006,4.33107201983724,44991
"5622","Thailand",44994,18.2354,98.9269,0.400035817419756,2.84018453651999,1.8415547735063,5.32023770690539,3.32253163472896,44994
"5624","Kazakhstan",44996,51.3591,56.7061,0.0516786206920581,2.14955815810792,0.608535311013744,4.50851625226694,3.17598650936112,44996
"5625","Kazakhstan",44996,51.3591,56.7061,0.0516786206920581,2.14955815810792,0.608535311013744,4.50851625226694,3.17598650936112,44996
"5629","Ethiopia",45001,10.3587,36.0448,0.155612048052074,2.86445104073927,0.700356157662968,3.63648789635337,2.09437779351545,45001
"5632","South Africa",45006,-25.7378,30.6549,0.379781457954297,2.80450451865731,1.35986380538175,5.25389021628127,3.49225402986176,45006
"5642","Congo DRC",45018,3.17995,23.4684,0.00421396721675739,2.97829466977863,0.811630492694784,0,2.26709515600535,45018
"5643","Brazil",45019,-22.4398,-54.685,0.468860659911972,2.97766645751827,1.8391924082961,5.98977763964001,3.58078294659351,45019
"5653","Brazil",45032,-19.0606,-45.7019,0.0769029610353427,2.87336558762639,1.54524760303226,5.98977763964001,3.58078294659351,45032
"5659","Argentina",45038,-28.9459,-60.9732,0.272710642950723,2.87946112117029,1.03952711515732,5.78923793550226,3.80950249718057,45038
"5661","Indonesia",45040,-6.719,105.452,0.463892984060918,3.03604876444923,1.54891198017276,4.0484418035504,2.91077933629609,45040
"5665","China",45045,25.7674,117.792,0.517713752427924,2.90616983429304,2.39060541268059,6.95136909386879,2.99627669770714,45045
"5667","China",45047,28.1817,112.402,0.47808792849576,2.8583151528158,2.32222919612162,6.95136909386879,2.99627669770714,45047
"5669","Mauritania",45049,16.5103,-13.3625,0.110583017062715,2.42422028422974,0.922893932659683,2.30535136944662,2.86486020381634,45049
"5672","Ecuador",45052,0.459217,-79.714,0.245512665346567,2.84976298097441,1.58824087050317,5.00241662707248,3.30639568540983,45052
"5678","Central African Republic",45061,6.78286,22.5701,0.138049779234898,2.90877375042402,1.28333256237244,2.20951501454263,2.43334291583504,45061
"5684","Sudan",45067,13.0145,29.7566,0.227886704099716,2.53455489525652,1.26134226127519,3.72320931040511,2.58970408801578,45067
"5687","Japan",45070,37.9163,139.445,0.240467164359944,2.87614908286745,2.17673321361142,5.72928874039045,4.53949600698066,45070
"5688","Bolivia",45072,-18.2042,-58.2783,0.374102035355116,2.93844079543949,0.852206851448906,4.4215710245264,2.98847132047518,45072
"5689","Papua New Guinea",45075,-6.75027,145.639,0.292256066703321,3.00325788387663,1.19459175373244,2.8668778143375,2.79622643974621,45075
"5690","Indonesia",45076,-7.65627,112.389,0.463892984060918,2.96174587413539,1.72750238357418,4.0484418035504,2.91077933629609,45076
"5693","Australia",45079,-24.9215,151.029,0.215478505082304,2.7324631686088,1.61603237252255,5.36316241230006,4.33107201983724,45079
"5700","China",45089,40.0912,94.4353,0.351586366739282,1.43980245527407,2.01843933554271,6.95136909386879,2.99627669770714,45089
"5701","South Africa",45090,-25.7378,27.96,0.172290390011146,2.68599750686856,1.91574543195971,5.25389021628127,3.49225402986176,45090
"5703","Brazil",45092,-18.2042,-46.6002,0.0329906581906729,2.88313396014218,1.52100619748653,5.98977763964001,3.58078294659351,45092
"5712","Mexico",45103,21.6327,-101.397,0.494203389412453,2.6770309003746,1.744892946677,5.19781516944518,3.82053390533369,45103
"5715","Sudan",45106,13.8937,24.3667,0.209935766940153,2.50345424847324,1.35044970128377,3.72320931040511,2.58970408801578,45106
"5716","Cuba",45107,22.4822,-80.7369,0.280826609555014,2.99495575188229,1.05116997533031,0,3.43335218547393,45107
"5718","Argentina",45110,-26.5486,-54.685,0.306432656911772,3.00676647052224,1.46307738269211,5.78923793550226,3.80950249718057,45110
"5719","Japan",45111,41.5581,140.28,0.163867629291434,2.76488300727146,2.08653589178369,5.72928874039045,4.53949600698066,45111
"5721","Indonesia",45113,-7.45397,107.957,0.463892984060918,2.99331680148124,1.79026918838934,4.0484418035504,2.91077933629609,45113
"5722","Bolivia",45114,-12.9825,-61.8715,0.0195982087004284,2.94152178467033,1.48168968123986,4.4215710245264,2.98847132047518,45114
"5726","Kazakhstan",45120,51.3591,61.1977,0.169619334226137,2.02637759659833,0.609676596427181,4.50851625226694,3.17598650936112,45120
"5727","Kazakhstan",45120,51.3591,61.1977,0.169619334226137,2.02637759659833,0.609676596427181,4.50851625226694,3.17598650936112,45120
"5728","Australia",45121,-18.2042,142.046,0.205611427353905,2.80457141787947,1.28983962015179,5.36316241230006,4.33107201983724,45121
"5729","India",45122,24.1295,69.2825,0.290724303241699,2.39266032099723,1.94952907538216,5.50520154772776,2.65874601931954,45122
"5730","Australia",45123,-31.2885,151.928,0.240675362315863,2.834280639822,1.44136348873995,5.36316241230006,4.33107201983724,45123
"5736","China",45129,40.7776,116.893,0.531706720232652,2.54719578766307,2.28040830623294,6.95136909386879,2.99627669770714,45129
"5739","Australia",45132,-25.7378,150.131,0.194666820741256,2.66599675075918,1.47407909192673,5.36316241230006,4.33107201983724,45132
"5742","Argentina",45135,-24.0996,-60.0749,0.348806199085342,2.76117805326648,1.25387674173183,5.78923793550226,3.80950249718057,45135
"5744","Brazil",45138,-22.4398,-51.0917,0.418299726033416,2.88867248724516,2.02855766044514,5.98977763964001,3.58078294659351,45138
"5752","Uganda",45147,0.468577,33.3499,0.171248657086656,2.97983957347926,1.60897178346016,2.79028516403324,2.42066321182124,45147
"5758","Myanmar",45156,18.2354,98.0286,0.395436629931001,2.89509188435326,1.8853835715415,3.59228781595213,2.23757342070395,45156
"5760","Argentina",45158,-30.5139,-60.0749,0.414338041700962,2.89681481139777,1.40698168826581,5.78923793550226,3.80950249718057,45158
"5768","Brazil",45166,-13.8618,-43.0069,0.537265214574378,2.77659742234615,1.88750580533186,5.98977763964001,3.58078294659351,45166
"5787","Ecuador",45189,-0.444951,-79.8287,0.245512665346567,2.81782694711319,1.77452075494962,5.00241662707248,3.30639568540983,45189
"5788","Botswana",45190,-25.7378,26.1634,0.338058200641994,2.64245863160431,1.66231881599507,2.07918124604762,3.53572152828684,45190
"5789","Brazil",45191,-23.2653,-45.7088,0.00639771315293903,2.86394566696521,1.52020346806722,5.98977763964001,3.58078294659351,45191
"5790","Indonesia",45192,1.22948,109.134,0.463892984060918,3.02800933517606,1.42507783545203,4.0484418035504,2.91077933629609,45192
"5795","Angola",45200,-9.43566,20.7735,0.165982554070147,2.87895755367068,0.735384051378444,2.44870631990508,2.7855635422284,45200
"5798","Mozambique",45204,-17.0106,38.6156,0.146586189585348,2.9099919640888,0.443567370028556,2.72916478969277,2.50009459561958,45204
"5799","China",45206,46.6353,119.588,0.248092302432673,2.48973672448145,1.92176902717434,6.95136909386879,2.99627669770714,45206
"5802","China",45209,30.5421,114.198,0.563335947220909,2.88849039555028,2.31089348466846,6.95136909386879,2.99627669770714,45209
"5812","Pakistan",45220,27.3827,67.4859,0.441072786678774,2.14540730668051,2.02469082994233,5.06566932773143,2.7175806602292,45220
"5822","Central African Republic",45231,5.88412,20.7735,0.336519435229318,2.94671391153976,1.98612575763104,2.20951501454263,2.43334291583504,45231
"5827","India",45237,23.3024,78.2657,0.342311739749046,2.7716946328011,1.58189452017102,5.50520154772776,2.65874601931954,45237
"5831","China",45241,37.2755,102.52,0.633621152326073,2.57512596348887,1.93366154275221,6.95136909386879,2.99627669770714,45241
"5832","Tanzania",45242,-4.95121,30.6549,0.215487031447386,2.85732531555392,0.967055915039136,1.7481880270062,2.58899405288781,45242
"5834","Papua New Guinea",45245,-4.95121,143.843,0.292256066703321,2.96361779657144,1.19655258477682,2.8668778143375,2.79622643974621,45245
"5835","Bolivia",45246,-13.8618,-66.3631,0.0993471185273102,2.94434164454587,0.786423972115338,4.4215710245264,2.98847132047518,45246
"5841","India",45252,25.7674,77.3673,0.382566981388949,2.69282332252726,2.05940801452895,5.50520154772776,2.65874601931954,45252
"5844","Myanmar",45255,26.5779,96.232,0.278852700217802,2.87969307782276,1.90081438160083,3.59228781595213,2.23757342070395,45255
"5846","Congo DRC",45258,-2.24386,19.8752,0.00852766365189653,2.96907600139235,1.09136609199213,0,2.26709515600535,45258
"5847","China",45259,35.826,105.215,0.457289654891207,2.67057714802802,2.00377560111243,6.95136909386879,2.99627669770714,45259
"5848","Australia",45260,-24.0996,147.436,0.35817753417609,2.65465775464952,1.29064457813905,5.36316241230006,4.33107201983724,45260
"5851","Angola",45263,-15.6102,14.4853,0.00988099507204058,2.80845212709445,0.617609738981707,2.44870631990508,2.7855635422284,45263
"5853","Angola",45266,-11.2146,19.8752,0.125739037140016,2.9019866937693,0.715145484252691,2.44870631990508,2.7855635422284,45266
"5854","Argentina",45267,-25.7378,-59.1766,0.485721418391781,2.92688730060345,1.43509265124615,5.78923793550226,3.80950249718057,45267
"5861","Mozambique",45274,-12.1,37.8415,0.0123447406652162,2.83084442905494,0.481403790519209,2.72916478969277,2.50009459561958,45274
"5862","Colombia",45276,8.37844,-77.2398,0.238745153488196,3.01905938998668,1.27182971669139,5.6784582838221,3.39165397941092,45276
"5863","Colombia",45276,8.37844,-77.2398,0.238745153488196,3.01905938998668,1.27182971669139,5.6784582838221,3.39165397941092,45276
"5866","China",45279,46.013,86.3505,0.00916215335833692,1.80065162812724,1.83145339718663,6.95136909386879,2.99627669770714,45279
"5867","Argentina",45280,-27.3536,-53.7867,0.318180151147876,2.98582060771806,1.66031862469694,5.78923793550226,3.80950249718057,45280
"5869","Indonesia",45282,-9.58655,119.628,0.459344608224928,2.99834238546547,1.05180008092016,4.0484418035504,2.91077933629609,45282
"5870","Costa Rica",45283,9.4844,-83.415,0.23905717509996,2.98693959917147,1.62811710264972,4.948994569896,3.57794255687113,45283
"5873","United States",45286,31.3165,-95.1092,0.368305199095559,2.94853376099739,1.649986803013,6.47257508985315,4.55253120853509,45286
"5874","Kazakhstan",45287,44.7469,63.8926,0.240159079622371,1.9908038155682,0.505607940254291,4.50851625226694,3.17598650936112,45287
"5875","Indonesia",45289,-0.435754,102.52,0.433136187658126,3.00861157652589,1.62526650027757,4.0484418035504,2.91077933629609,45289
"5876","Angola",45290,-18.2042,20.7735,0.122747259297107,2.63918400004209,0.618253941075441,2.44870631990508,2.7855635422284,45290
"5879","Argentina",45293,-32.0567,-65.4648,0.425918430295273,2.61292569807134,1.66239557978308,5.78923793550226,3.80950249718057,45293
"5881","Zambia",45295,-10.3264,29.7566,0.149901628271454,2.85254534204911,0.994599492827273,4.06785166051235,2.58561693011275,45295
"5882","Indonesia",45296,-1.9158,130.173,0.463892984060918,3.03716316633829,1.01812340495455,4.0484418035504,2.91077933629609,45296
"5886","Peru",45301,-7.64738,-74.4479,0.0703466529155515,2.9312974082939,1.39926149290439,4.21937492462626,3.31522015660823,45301
"5892","Peru",45309,-9.07672,-78.5556,0.340444121384282,2.27733629629574,1.23620518822817,4.21937492462626,3.31522015660823,45309
"5903","Cameroon",45323,3.20733,10.1409,0.0338815428020032,2.96765799556263,1.47509372540244,3.65791593682995,2.86238456188045,45323
"5906","China",45327,38.7095,117.486,0.34849652845984,2.69392052559701,2.17033914114487,6.95136909386879,2.99627669770714,45327
"5909","Japan",45331,35.8291,139.347,0.262890865208528,2.92022274130858,2.26534395029786,5.72928874039045,4.53949600698066,45331
"5910","China",45332,35.826,104.317,0.65614239799966,2.64173372195631,2.05458088033969,6.95136909386879,2.99627669770714,45332
"5911","Peru",45333,-11.2146,-75.3463,0.400167917164399,2.86263709408548,1.38969935265814,4.21937492462626,3.31522015660823,45333
"5915","Brazil",45339,-19.9125,-49.2951,0.331942393200227,2.88328956425041,1.78947558649997,5.98977763964001,3.58078294659351,45339
"5917","Peru",45341,-15.6102,-69.9564,0.332855616097457,2.73865553175512,1.28776615012864,4.21937492462626,3.31522015660823,45341
"5918","Indonesia",45342,-1.29134,123.144,0.463892984060918,2.98929881815361,1.30064729160974,4.0484418035504,2.91077933629609,45342
"5920","Indonesia",45344,-4.92689,105.769,0.463892984060918,3.01033782258384,1.54259375904406,4.0484418035504,2.91077933629609,45344
"5928","Japan",45354,33.4937,130.458,0.328656168488771,2.9467533640761,2.1775095875551,5.72928874039045,4.53949600698066,45354
"5941","Congo",45370,-4.0497,13.587,0.0541443638247731,2.86208876589441,1.1783557004878,1.85125834871908,2.93941686176546,45370
"5943","Peru",45372,-2.24386,-74.4479,0.070807212165656,2.90230243771941,1.40138368724355,4.21937492462626,3.31522015660823,45372
"5944","Turkey",45373,41.457,43.2314,0.159979142656617,2.42590086845748,1.18223058956622,5.33782451404581,3.5953428256262,45373
"5965","Mozambique",45395,-14.7378,39.6381,0.147032839074872,2.825748650728,0.491075661857018,2.72916478969277,2.50009459561958,45395
"5966","Kazakhstan",45396,47.8586,79.164,0.0641849088735204,2.52200151571663,0.500163954769745,4.50851625226694,3.17598650936112,45396
"5967","United States",45397,31.3165,-89.7193,0.589807761368211,2.95575502034855,1.80595034970555,6.47257508985315,4.55253120853509,45397
"5969","Tanzania",45399,-6.75027,35.1465,0.16236523146105,2.61172330800734,0.736672712333938,1.7481880270062,2.58899405288781,45399
"5972","Mexico",45403,19.9433,-104.092,0.363408949216944,2.81566865165279,1.57385609359963,5.19781516944518,3.82053390533369,45403
"5980","Zimbabwe",45412,-18.2042,28.8583,0.0684870244135541,2.732829176403,1.14314497285601,4.31363525361033,2.75739439046715,45412
"5984","Tanzania",45416,-5.85147,34.2482,0.132117318814766,2.68169339200456,0.474740621187339,1.7481880270062,2.58899405288781,45416
"5986","Myanmar",45418,24.9512,98.0286,0.263179505888447,2.88044097598705,2.3975993112402,3.59228781595213,2.23757342070395,45418
"5490","Cambodia",44840,11.6374,102.704,0.320630029280389,3.02603200871209,0.674400611525339,0,2.4976618359303,44840
"5507","Paraguay",44861,-20.7597,-60.0749,0.149289107892747,2.70434971695996,0.835364002829884,4.85455500642305,3.2119147561999,44861
"5511","Brazil",44868,-3.36727,-39.5012,0.102976453362803,2.80392023312229,1.73999649099123,5.98977763964001,3.58078294659351,44868
"5534","United States",44894,29.7614,-97.8041,0.320046263431889,2.77050573496575,1.95220826897697,6.47257508985315,4.55253120853509,44894
"5565","Brazil",44931,-6.75027,-40.312,0.33273321814546,2.73792115823577,1.83970141928465,5.98977763964001,3.58078294659351,44931
"5586","Guyana",44955,2.27666,-58.2783,0.0888248997496435,2.96891913645681,1.41215077594216,3.30770992340481,2.98460650671991,44955
"5591","Botswana",44960,-20.7597,25.2651,0.119339351600952,2.45234784913704,0.715476770199853,2.07918124604762,3.53572152828684,44960
"5608","Guinea",44977,9.46803,-10.6676,0.296540894943065,2.98568837899722,1.35317441701062,3.20709554041922,2.60583339786755,44977
"5609","Namibia",44978,-22.4398,16.2819,0.133974139725847,2.42637085013115,0.418727346608966,2.59439255037543,3.33590723556634,44978
"5615","Kenya",44986,0.468577,41.4347,0.0533986034043371,2.54348416113645,1.10338007659163,4.28046454662692,2.62407708852023,44986
"5621","Guyana",44993,7.6799,-60.0749,0.167112121422605,3.03063344951187,1.41607448405927,3.30770992340481,2.98460650671991,44993
"5636","Brazil",45010,-13.8618,-55.5833,0.0257293748349647,2.93208250361427,1.72561260611473,5.98977763964001,3.58078294659351,45010
"5652","Philippines",45031,18.9227,121.905,0.28071294666186,2.98984693411603,0.954698366561358,5.07753141635459,3.02038699518645,45031
"5660","Indonesia",45039,-4.92722,120.197,0.463892984060918,2.95257912825372,1.47221579136386,4.0484418035504,2.91077933629609,45039
"5692","United States",45078,29.2976,-83.0511,0.58912483587855,2.95210022983856,1.97109308515286,6.47257508985315,4.55253120853509,45078
"5705","Brazil",45094,-8.54258,-38.5153,0.323179601396986,2.69865709624928,1.70544344595886,5.98977763964001,3.58078294659351,45094
"5709","Brazil",45099,4.08244,-64.5665,0.0958471034347105,3.00411656639969,1.2054477427074,5.98977763964001,3.58078294659351,45099
"5714","Colombia",45105,0.468577,-71.753,0.0132762165759754,2.95593817093449,1.45806397609225,5.6784582838221,3.39165397941092,45105
"5731","China",45124,42.1292,87.2488,0.31390263036998,1.55468380907879,2.08667018477803,6.95136909386879,2.99627669770714,45124
"5733","Brazil",45126,-9.43566,-61.8715,0.0524056147207868,2.9172944627404,1.70985586025127,5.98977763964001,3.58078294659351,45126
"5743","Guinea",45136,10.7843,-14.931,0.238830238241442,2.98873939768396,1.474459550356,3.20709554041922,2.60583339786755,45136
"5767","Brazil",45165,-7.64738,-43.9052,0.0204570137234886,2.85832769060481,1.738148010572,5.98977763964001,3.58078294659351,45165
"5784","Brazil",45186,4.08244,-60.0749,0.207892319308701,2.95443921866932,1.68536195238166,5.98977763964001,3.58078294659351,45186
"5816","Brazil",45225,-5.85147,-53.7867,0.0991629844259317,2.94460162856031,1.64336527569931,5.98977763964001,3.58078294659351,45225
"5839","Ghana",45250,8.57503,-1.6844,0.30523715347002,2.90234937495508,1.00095877556317,3.1078880251828,2.53683352820359,45250
"5919","Philippines",45343,10.5825,122.343,0.165298956519388,2.94797219067664,1.03630772831377,5.07753141635459,3.02038699518645,45343
"5934","Indonesia",45361,1.19398,102.411,0.471927954091666,3.0255740461471,1.69836080158133,4.0484418035504,2.91077933629609,45361
"5985","Indonesia",45417,3.17244,116.884,0.463892984060918,3.05462901171362,1.21758312443173,4.0484418035504,2.91077933629609,45417
"5987","Brazil",45419,-6.75027,-50.1934,0.156573175874349,2.94278141270608,1.60677946320758,5.98977763964001,3.58078294659351,45419
"5991","India",45423,28.1817,79.164,0.291189559288729,2.74566022570608,1.7472481951989,5.50520154772776,2.65874601931954,45423
"5992","Dominican Republic",45424,19.0916,-71.753,0.292886496324175,2.89330591382755,1.85537215209167,4.48797221209359,3.43826317827967,45424
"5994","Uruguay",45427,-34.7895,-54.813,0.178976944417047,2.90530106033663,1.35287946563705,4.50852971897129,3.79013738663213,45427
"6001","China",45436,47.8586,127.673,0.473793635564763,2.6724497271092,2.05986534448069,6.95136909386879,2.99627669770714,45436
"6007","Mali",45442,15.6418,-7.97261,0.102866168346241,2.46084416980886,0.509967827331343,2.56348108539441,2.49413466181068,45442
"6009","Australia",45444,-25.7378,146.538,0.129649228347155,2.64866778857714,1.29082211492459,5.36316241230006,4.33107201983724,45444
"6011","Congo DRC",45446,2.27666,30.6549,0.141254899536882,2.96853714857873,1.50024325575121,0,2.26709515600535,45446
"6018","South Africa",45453,-27.3536,23.4684,0.123838619447773,2.45952262013436,1.2793983792195,5.25389021628127,3.49225402986176,45453
"6019","Indonesia",45454,1.37279,99.8252,0.463892984060918,2.99434858116447,1.64295418396441,4.0484418035504,2.91077933629609,45454
"6020","Kenya",45455,-4.0497,37.8415,0.249351249844077,2.70779567902642,1.36019356920934,4.28046454662692,2.62407708852023,45455
"6023","Colombia",45460,2.27666,-77.1429,0.396199348839891,2.96282578487756,1.45766652649227,5.6784582838221,3.39165397941092,45460
"6029","Libya",45466,32.6741,21.7029,0.236459737791214,1.79720156870487,1.50451293319333,4.29274327137707,3.75536562559557,45466
"6031","Cuba",45468,23.0148,-81.6658,0.301029995663981,3.00134216868771,1.05879555658025,0,3.43335218547393,45468
"6035","Ethiopia",45475,8.57503,42.333,0.216165909150222,2.65092010911582,0.527569984332606,3.63648789635337,2.09437779351545,45475
"6037","Peru",45478,-15.6101,-73.5495,0.28809765226654,2.27915478415761,1.38354456715692,4.21937492462626,3.31522015660823,45478
"6038","Kenya",45481,0.468577,34.2482,0.280874965718833,2.96790856855679,1.69173879633884,4.28046454662692,2.62407708852023,45481
"6040","Brazil",45483,-23.2723,-54.685,0.356185191651661,2.98822042815234,1.83876290928697,5.98977763964001,3.58078294659351,45483
"6044","Congo DRC",45488,-7.64738,23.4684,0.220296002967667,2.88690011725299,1.04512596238636,0,2.26709515600535,45488
"6057","Brazil",45504,-24.9215,-50.1934,0.228123170877685,2.91426128309402,1.62660959145854,5.98977763964001,3.58078294659351,45504
"6061","Pakistan",45509,29.7614,69.2825,0.130718626357843,2.00735653756325,1.70264090676358,5.06566932773143,2.7175806602292,45509
"6069","Brazil",45517,-13.8618,-42.1086,0.32462403659183,2.75697326093305,1.68854514771326,5.98977763964001,3.58078294659351,45517
"6072","Myanmar",45521,21.6327,96.232,0.371571687306782,2.83908880069428,1.77791316164595,3.59228781595213,2.23757342070395,45521
"6077","Nigeria",45526,6.78286,6.40043,0.326077877926736,2.93179676614406,1.32163677157022,0,2.77291888787602,45526
"6078","Turkey",45527,37.2755,36.9432,0.547489290235808,2.43437402846942,1.66450994867399,5.33782451404581,3.5953428256262,45527
"6082","Bolivia",45531,-19.0606,-59.1766,0.363662711736718,2.89050418605556,0.830900263178495,4.4215710245264,2.98847132047518,45531
"6083","Sudan",45533,11.2468,26.1634,0.219180515470391,2.69619511600019,1.60386829883803,3.72320931040511,2.58970408801578,45533
"6091","Tanzania",45543,-5.82557,38.5853,0.192405564010898,2.83912998752584,0.611963429185642,1.7481880270062,2.58899405288781,45543
"6093","China",45545,35.826,106.113,0.129144531293573,2.6916234427607,1.72126640930375,6.95136909386879,2.99627669770714,45545
"6094","Kazakhstan",45546,49.0536,85.4522,0.375518129470504,2.22582445464541,0.510471014197814,4.50851625226694,3.17598650936112,45546
"6114","Congo DRC",45568,-0.435754,29.7566,0.199557023307932,2.92640370026286,1.66937664727772,0,2.26709515600535,45568
"6118","China",45572,38.6973,103.418,0.371549855259426,2.50836937397689,2.05015333468878,6.95136909386879,2.99627669770714,45572
"6120","China",45575,34.293,119.54,0.578229509282252,2.83193449180841,2.38685525581257,6.95136909386879,2.99627669770714,45575
"6121","Jamaica",45576,18.2383,-77.8808,0.324419662444616,3.01856016143768,1.33219718312489,3.63828953541426,3.53247550005119,45576
"6125","China",45581,42.7943,111.503,0.149787797453718,2.48330704940125,2.05117237755118,6.95136909386879,2.99627669770714,45581
"6130","Tanzania",45590,-9.43566,35.1465,0.165689269556888,2.81396599970432,0.675498539617442,1.7481880270062,2.58899405288781,45590
"6137","Myanmar",45597,9.26856,98.4075,0.147896532982234,3.02592973984506,1.30271071460834,3.59228781595213,2.23757342070395,45597
"6141","Indonesia",45603,-1.98235,125.877,0.463892984060918,2.99250793236812,0.867020389931626,4.0484418035504,2.91077933629609,45603
"6144","Morocco",45606,34.3494,-4.37935,0.055623072595401,2.1345641286979,1.60096038695476,4.97335418216401,3.16095306782485,45606
"6149","Morocco",45611,32.846,-5.27767,0.0512504349709296,2.06162971875647,1.61178668043379,4.97335418216401,3.16095306782485,45611
"6151","Mozambique",45613,-25.7063,32.3886,0.1659317775312,2.78914825038786,1.13455656646944,2.72916478969277,2.50009459561958,45613
"6152","Indonesia",45614,1.90051,109.536,0.595338722169162,3.01845776963796,1.33555480494781,4.0484418035504,2.91077933629609,45614
"6155","Peru",45618,-7.64738,-78.0412,0.431363771879778,2.77693023657317,1.39369040043786,4.21937492462626,3.31522015660823,45618
"6156","Zambia",45619,-13.8618,25.2651,0.18418231139806,2.84175785286652,0.773970792518194,4.06785166051235,2.58561693011275,45619
"6157","Lesotho",45621,-29.733,27.0617,0.256047285954568,2.69963902606151,1.34713471690663,0,2.66393928763576,45621
"6162","China",45627,28.1817,108.808,0.429800749405209,2.84280790410753,2.17317527712512,6.95136909386879,2.99627669770714,45627
"6165","Mali",45630,13.0145,-11.5659,0.140483649270208,2.87341748850152,1.79691971712664,2.56348108539441,2.49413466181068,45630
"6166","China",45631,37.9899,113.3,0.540424270178874,2.63829904803728,2.11949658440486,6.95136909386879,2.99627669770714,45631
"6174","China",45639,42.1292,124.08,0.596608941479099,2.70876476760362,2.25914681478216,6.95136909386879,2.99627669770714,45639
"6177","Vietnam",45644,21.6368,107.007,0.376322037706286,2.94765541086261,2.44261854003873,5.15992795289598,2.59766308039662,45644
"6183","Peru",45651,-10.3264,-72.6513,0.0729367118656096,2.92376504197924,1.40030501832545,4.21937492462626,3.31522015660823,45651
"6185","Brazil",45654,-29.6894,-50.2986,0.258451130650711,2.89887529952418,1.61730851191916,5.98977763964001,3.58078294659351,45654
"6189","Botswana",45658,-24.9215,23.4684,0.00426290477983306,2.44242843759715,0.958495766984753,2.07918124604762,3.53572152828684,45658
"6190","China",45659,23.3024,112.402,0.525888677619979,2.93989199872092,2.37949284793979,6.95136909386879,2.99627669770714,45659
"6191","Indonesia",45661,-2.34336,99.8072,0.463892984060918,3.02466643942522,0.901726916754382,4.0484418035504,2.91077933629609,45661
"6192","Papua New Guinea",45662,-4.0497,142.944,0.292256066703321,2.99388740196923,1.19507920046756,2.8668778143375,2.79622643974621,45662
"6194","Eritrea",45664,16.5103,37.8415,0.0939564405743319,2.41831115798047,0.504063472758231,2.26245108973043,2.50106388530586,45664
"6196","Mexico",45668,22.4701,-100.499,0.370390502627607,2.58442882730428,1.70028364480892,5.19781516944518,3.82053390533369,45668
"6200","Madagascar",45673,-21.6022,45.028,0.299453060148147,2.80629709487604,1.0669001161005,2.94694327069783,2.49680172397732,45673
"6203","Australia",45677,-23.2723,145.639,0.0324789406440543,2.57057768426877,1.28957368218587,5.36316241230006,4.33107201983724,45677
"6207","Myanmar",45681,19.0916,96.232,0.394357556035857,2.93456908450686,1.50813851255993,3.59228781595213,2.23757342070395,45681
"6208","Cambodia",45682,10.5599,104.36,0.153779643005314,3.03511750953902,0.712977697403673,0,2.4976618359303,45682
"6210","Kazakhstan",45684,48.4596,85.4522,0.350349720325433,2.27491346687125,1.06583905970656,4.50851625226694,3.17598650936112,45684
"6212","Chile",45686,-17.3436,-69.9564,0.308467403108019,2.48482924730516,1.34933750046353,4.98465330797233,3.69928062050879,45686
"6214","Georgia",45688,42.1292,42.333,0.199699317194451,2.48463450015592,1.28136645817383,4.33380987485523,2.91491025581416,45688
"6215","Mauritania",45689,16.5103,-9.76924,0.195525080949568,2.39526917410429,0.320143245207849,2.30535136944662,2.86486020381634,45689
"6218","Indonesia",45693,2.6804,125.389,0.463892984060918,3.04094358797426,0.25242140468107,4.0484418035504,2.91077933629609,45693
"6219","Mexico",45695,32.0845,-106.787,0.0299020094834993,2.26802327270821,1.48215734330091,5.19781516944518,3.82053390533369,45695
"6220","Peru",45696,-6.75027,-78.0412,0.429287264842677,2.78645564162833,1.39321945939291,4.21937492462626,3.31522015660823,45696
"6222","Kenya",45698,-1.33998,39.6381,0.409933132118576,2.59790076911605,1.23895637113879,4.28046454662692,2.62407708852023,45698
"6223","Papua New Guinea",45699,-7.64737,146.538,0.292256066703321,3.01127206200264,1.19372251964266,2.8668778143375,2.79622643974621,45699
"6234","Colombia",45710,8.53801,-76.2113,0.389917031694736,3.01623719883084,1.44545635314063,5.6784582838221,3.39165397941092,45710
