"","COUNTRY.x","FISHNET_ID","Latitude","Longitude","rice_HgHa","AET_mean","rice_Fertilizer","Pesticide","GDP_Mean","FISHNET_ID.1"
"384","South Africa",1581,-30.9582,30.254,0.432969287509024,2.82662234134424,1.95003676365209,5.25389021628127,3.49225402986176,1581
"393","Mexico",1593,24.9729,-107.649,0.910264334592955,2.59867979624061,2.12720750399468,5.19781516944518,3.82053390533369,1593
"410","Indonesia",1624,-4.04236,105.769,0.581376267173391,3.0121389413006,2.11965620475875,4.0484418035504,2.91077933629609,1624
"412","Bolivia",1629,-16.4788,-68.1597,0.362856114479682,2.85904890061892,0.488389127344389,4.4215710245264,2.98847132047518,1629
"416","Mozambique",1630,-17.1788,37.7796,0.167978311928775,2.94055205807061,0.589811825506786,2.72916478969277,2.50009459561958,1630
"424","Indonesia",1650,-7.03752,113.284,0.606385836063283,2.94245688741254,1.92579216504395,4.0484418035504,2.91077933629609,1650
"532","Indonesia",1789,4.91391,96.2057,0.714352204476617,3.00357506777566,2.12621908886518,4.0484418035504,2.91077933629609,1789
"539","Mozambique",1797,-15.6102,31.5533,0.0202959068765418,2.79409574971503,0.648737736254363,2.72916478969277,2.50009459561958,1797
"660","Angola",1979,-8.55408,13.6673,0.390107276455001,2.71199040524913,0.744517360948275,2.44870631990508,2.7855635422284,1979
"790","Belize",2177,16.7769,-88.3288,0.430134253501991,3.04291755608864,1.67190748934173,3.99607365448528,3.51593368894278,2177
"795","Gabon",2181,2.27666,10.892,0.147848017754759,2.94967166066761,1.1539553561499,0,3.6255249388827,2181
"858","Congo DRC",2288,-3.14718,20.7735,0.0188108199947761,2.94365053522742,0.661157069808919,0,2.26709515600535,2288
"937","China",2420,37.2755,105.215,0.903585978638993,2.59845503231177,2.43568589600541,6.95136909386879,2.99627669770714,2420
"1476","Brazil",304,-7.64738,-60.0749,0.100327197952342,2.93172265532701,1.44447483394895,5.98977763964001,3.58078294659351,304
"2883","Paraguay",393,-23.2723,-59.1766,0.519002145853308,2.77943972601716,1.73440627410035,4.85455500642305,3.2119147561999,393
"16390","Ecuador",576,-2.18841,-80.5285,0.475411847994868,2.64265291391327,1.76796458617811,5.00241662707248,3.30639568540983,576
"24145","Sierra Leone",675,8.62558,-13.0686,0.245583439956759,2.95892206425827,1.74315107048674,0,2.29900813986645,675
"31686","Brazil",787,-5.85147,-57.38,0.197865653168658,2.94911107631829,1.49075192194125,5.98977763964001,3.58078294659351,787
"33829","Brazil",828,-7.64738,-55.5833,0.295973438693149,2.9498689999766,1.50283423137037,5.98977763964001,3.58078294659351,828
"36684","Brazil",927,1.37279,-64.5665,0.0429064769768352,3.00486364734752,1.59604289565444,5.98977763964001,3.58078294659351,927
"21","Brazil",1037,-4.0497,-66.3631,0.121318404552414,2.94093428521864,1.47910824393131,5.98977763964001,3.58078294659351,1037
"151","Indonesia",1215,1.36699,104.175,0.402864748216558,3.01826117486292,1.89463746024489,4.0484418035504,2.91077933629609,1215
"214","Brazil",1300,-10.3264,-48.3968,0.385413493250021,2.91526789096641,1.71476999272507,5.98977763964001,3.58078294659351,1300
"648","Brazil",1964,-12.1,-52.8884,0.351784291765332,2.94267080631698,1.87821226534101,5.98977763964001,3.58078294659351,1964
"680","Brazil",2000,-5.85147,-58.2783,0.102145242482871,2.94147445898498,1.49376360022013,5.98977763964001,3.58078294659351,2000
"887","Brazil",2351,-5.85147,-68.1597,0.0400796901252808,2.915157906816,1.47914938396586,5.98977763964001,3.58078294659351,2351
"976","Ethiopia",2474,5.88412,41.4347,0.222535843542499,2.55161697990997,0.94240339419374,3.63648789635337,2.09437779351545,2474
"980","Niger",2477,13.0145,9.09538,0.282349100980809,2.69217784735586,1.07700719989282,2.39269695325967,2.36249398434491,2477
"1001","United States",2511,32.0845,-93.3126,0.428902127780625,2.94278288727227,1.99082234414001,6.47257508985315,4.55253120853509,2511
"1052","Russian Federation",2592,46.6353,44.1297,0.507883128079334,2.66493843186716,1.42072951170062,5.32502074550366,3.33487843404016,2592
"1061","Greece",2602,40.7906,23.4356,0.90775784842671,2.609800786005,2.01946594289941,4.86861505347097,4.14310934368233,2602
"1114","Russian Federation",2666,57.6193,98.9269,0.0461605783961059,2.30627181017191,1.23892705076572,5.32502074550366,3.33487843404016,2666
"1137","Myanmar",2688,10.3931,98.8801,0.464064873049879,3.0256118219968,1.9586339981564,3.59228781595213,2.23757342070395,2688
"1183","Congo DRC",2740,-6.75027,27.96,0.220509093364983,2.85687627639459,0.665137185047085,0,2.26709515600535,2740
"1333","India",2903,16.5103,77.3673,0.61353644503639,2.68426546673157,2.08526689943546,5.50520154772776,2.65874601931954,2903
"1506","Myanmar",3068,14.7695,98.9269,0.578325071908254,2.97280184542228,2.01880361472349,3.59228781595213,2.23757342070395,3068
"1579","Angola",3131,-11.2146,18.0785,0.313787359342686,2.9378699896569,0.771115253791092,2.44870631990508,2.7855635422284,3131
"1775","Tanzania",3297,-8.54258,36.0448,0.376984002719516,2.81630838866581,0.458096360580427,1.7481880270062,2.58899405288781,3297
"1782","China",3302,39.3978,108.808,0.896409797021778,2.55996003267527,2.25783245748889,6.95136909386879,2.99627669770714,3302
"1822","South Africa",3335,-32.8185,18.9768,0.470851320854369,2.1903233590758,2.05261013808517,5.25389021628127,3.49225402986176,3335
"1912","Uganda",3409,-0.435754,30.6549,0.134337844589284,2.89290748077285,0.714425449932117,2.79028516403324,2.42066321182124,3409
"2076","Brazil",3512,-22.4398,-50.1934,0.450949284521307,2.8775273144218,1.87464695173913,5.98977763964001,3.58078294659351,3512
"2150","Bangladesh",3560,21.678,92.0491,0.581410049850421,2.93534529285453,2.06282193951392,4.35812528527665,2.61998209528875,3560
"2197","Colombia",3592,6.78286,-71.753,0.630958960829406,2.96248208377222,2.23668365350439,5.6784582838221,3.39165397941092,3592
"2355","Tanzania",3679,-8.54258,31.5533,0.366775240077449,2.80081114562461,0.740850724839054,1.7481880270062,2.58899405288781,3679
"2391","Afghanistan",3695,36.5542,64.7909,0.265532482285406,2.0593582753093,1.28839494538588,0,2.26964184190232,3695
"2406","Tajikistan",3705,39.3978,67.4859,0.566251945414878,2.21674696137492,1.95534181773833,3.56726169235387,2.26751551150824,3705
"2626","India",3820,22.4701,74.6724,0.346379784264756,2.68482933812569,2.04272339386448,5.50520154772776,2.65874601931954,3820
"2695","Mozambique",3854,-26.5552,32.4411,0.176932920691387,2.79794317792431,1.59991661227978,2.72916478969277,2.50009459561958,3854
"2894","Turkmenistan",3933,40.0912,62.9943,0.0672878887600591,2.21029622038618,2.03499677901208,4.83241310188512,2.88553797188383,3933
"3074","Zambia",3995,-16.4788,23.4684,0.229622438183983,2.77918620492389,0.960737464754808,4.06785166051235,2.58561693011275,3995
"3309","China",4073,42.1292,124.978,0.909351593483949,2.73153120841035,2.41065719061152,6.95136909386879,2.99627669770714,4073
"4056","Indonesia",4266,-3.14718,103.418,0.632364530441662,2.99150823323956,2.0981772389655,4.0484418035504,2.91077933629609,4266
"4478","Cuba",4340,20.9855,-77.9777,0.557507196010802,2.96258494089489,2.18913080970123,0,3.43335218547393,4340
"4628","China",4364,36.5542,79.164,0.789960961531202,1.72261433812545,2.3771352635107,6.95136909386879,2.99627669770714,4364
"4689","Laos",4372,19.9433,99.8252,0.601845889034637,2.93436166062449,1.99064596462726,1.17609125905568,2.5001937426211,4372
"5171","Angola",4441,-14.7378,17.1802,0.448061874468003,2.88543021749694,0.73639916429444,2.44870631990508,2.7855635422284,4441
"6004","Argentina",4544,-37.9641,-59.1766,0.276844607548698,2.88254825371348,1.22984552103968,5.78923793550226,3.80950249718057,4544
"6348","Ethiopia",4584,7.6799,42.333,0.0742779118431383,2.61945049731097,0.945567551487589,3.63648789635337,2.09437779351545,4584
"6514","Australia",4603,-35.0643,142.046,0.803546188847295,2.22471646163055,1.82265336937519,5.36316241230006,4.33107201983724,4603
"8105","Nigeria",4785,7.6799,7.29875,0.351615299559782,2.92854062953356,1.35553097610409,0,2.77291888787602,4785
"8186","China",4794,29.7614,103.418,0.911967424734616,2.75592020568688,2.44053758019175,6.95136909386879,2.99627669770714,4794
"8412","India",4820,12.2325,79.8125,0.707940745945919,2.931945957663,2.12608390187777,5.50520154772776,2.65874601931954,4820
"8627","Botswana",4845,-19.9125,26.1634,0.0482678201691993,2.56959682480208,0.989385198829164,2.07918124604762,3.53572152828684,4845
"8841","Turkey",4869,36.5553,33.3485,0.636820411418871,2.47781006454463,1.99034506937284,5.33782451404581,3.5953428256262,4869
"1073","Indonesia",2614,-3.75374,116.031,0.450043197614538,3.00929151192686,1.99656127205583,4.0484418035504,2.91077933629609,2614
"1112","Brazil",2664,-0.437725,-51.12,0.141233022052452,2.96908988051531,1.42079690025953,5.98977763964001,3.58078294659351,2664
"1268","Brazil",2824,-7.64738,-39.4136,0.430477322565781,2.77163559319476,1.62137408829977,5.98977763964001,3.58078294659351,2824
"1343","Mali",2915,16.5103,-2.58272,0.234495771483366,2.33234226010403,0.905687078076395,2.56348108539441,2.49413466181068,2915
"1959","Brazil",3438,-3.15716,-43.8975,0.224286159081529,2.95546344167575,1.87185132217036,5.98977763964001,3.58078294659351,3438
"2875","Brazil",3928,-8.54258,-55.5833,0.302504475620209,2.95216950080953,1.50258845677124,5.98977763964001,3.58078294659351,3928
"4083","Brazil",4272,-12.9808,-39.4153,0.0426246101405706,2.84372948323057,1.44548864688991,5.98977763964001,3.58078294659351,4272
"4728","Brazil",4379,4.08244,-62.7698,0.159533776536594,3.0181058191929,2.27001490974667,5.98977763964001,3.58078294659351,4379
"6977","Guyana",4656,5.88412,-60.9732,0.187203907337859,2.98716198683856,1.92530725904402,3.30770992340481,2.98460650671991,4656
"7341","Brazil",4697,-4.95121,-44.8035,0.265999469863664,2.88361581361355,1.98019091028538,5.98977763964001,3.58078294659351,4697
"8275","Guyana",4804,3.17995,-57.38,0.0877512992944382,2.9970507657136,1.5742792139444,3.30770992340481,2.98460650671991,4804
"9226","Brazil",4916,-25.7378,-52.8884,0.446633431693188,2.96379344707979,1.89092244772347,5.98977763964001,3.58078294659351,4916
"9548","Zambia",4954,-12.1,32.4516,0.195850085792197,2.797617849806,0.924268432235029,4.06785166051235,2.58561693011275,4954
"9806","Mozambique",4983,-21.6448,34.9739,0.292568053035542,2.80459371533034,0.555775895250327,2.72916478969277,2.50009459561958,4983
"9933","Madagascar",4998,-22.4398,46.8246,0.395599326296259,2.82387771878954,1.27127596924078,2.94694327069783,2.49680172397732,4998
"11116","Mexico",5137,22.561,-105.625,0.80077707927285,2.90316753263122,2.12636721970459,5.19781516944518,3.82053390533369,5137
"11503","China",5184,39.3978,87.2488,0.134422854770353,1.89171330085297,2.37652703039384,6.95136909386879,2.99627669770714,5184
"11943","China",5236,39.4545,121.632,0.744842268616353,2.68573107828803,2.27585081560242,6.95136909386879,2.99627669770714,5236
"12372","Greece",5286,40.7776,20.7735,0.274444900879981,2.71985719460192,1.55359219205601,4.86861505347097,4.14310934368233,5286
"12625","Honduras",5316,13.8937,-85.2277,0.354515925531853,3.02869468010505,1.59993095498358,4.35326208591632,3.0270994547094,5316
"12744","South Africa",5330,-32.8185,22.5701,0.322632708799682,2.2726909508111,2.05376876291412,5.25389021628127,3.49225402986176,5330
"12934","Congo DRC",5354,-5.85147,29.7566,0.17641462867298,2.84769748914287,0.617441941720149,0,2.26709515600535,5354
"14296","Turkey",5511,40.0912,42.333,0.16886418846623,2.58106743737344,1.63040254271293,5.33782451404581,3.5953428256262,5511
"14558","Congo DRC",5542,-6.75027,22.5701,0.168423841678079,2.89934489880492,0.664090747866102,0,2.26709515600535,5542
"14699","Angola",5558,-18.2042,21.6718,0.040978560915248,2.62080196334489,0.622634878781996,2.44870631990508,2.7855635422284,5558
"15732","China",5680,46.6353,116.893,0.231022390960536,2.4815705841947,1.70157626532365,6.95136909386879,2.99627669770714,5680
"16588","Russian Federation",5785,55.6394,89.0454,0.377760265477747,2.15110341514852,1.21516231326842,5.32502074550366,3.33487843404016,5785
"17843","Brazil",5941,-18.2042,-43.0069,0.41998915287239,2.86831024253563,1.87256881139636,5.98977763964001,3.58078294659351,5941
"18086","Indonesia",5972,-0.435754,114.198,0.500329451932853,3.00576380854055,2.08149477975635,4.0484418035504,2.91077933629609,5972
"18297","Papua New Guinea",5998,-6.59581,155.588,0.383669830693637,3.08723195076357,1.2503294556462,2.8668778143375,2.79622643974621,5998
"18422","Indonesia",6014,-7.63743,110.614,0.767448252126874,2.98026586122942,2.13384783220641,4.0484418035504,2.91077933629609,6014
"18602","India",6036,18.2785,73.1376,0.543879297301067,2.81976713561194,2.15548442541777,5.50520154772776,2.65874601931954,6036
"20137","China",6229,28.9746,99.8252,0.750754106924839,2.67537184573491,2.25811620088242,6.95136909386879,2.99627669770714,6229
"20497","Brazil",6273,-11.1813,-37.6653,0.316801164187871,2.80473760766868,1.45763127949579,5.98977763964001,3.58078294659351,6273
"20911","Niger",6328,13.0145,11.7903,0.236080796847663,2.55998851400838,0.842294083390808,2.39269695325967,2.36249398434491,6328
"22855","Laos",6581,19.9433,105.215,0.711043511038304,2.92352156448904,2.38413588029674,1.17609125905568,2.5001937426211,6581
"22888","Argentina",6585,-28.9459,-55.5833,0.633417928840456,3.00026489051585,2.10326339449838,5.78923793550226,3.80950249718057,6585
"23309","Nigeria",6640,4.98609,6.39848,0.401978039916509,2.96591390595941,1.33186428358707,0,2.77291888787602,6640
"23355","Indonesia",6646,-2.25033,137.565,0.556310649623603,3.05899283693225,2.00328510810782,4.0484418035504,2.91077933629609,6646
"23825","Congo DRC",6709,-9.43566,26.1634,0.201401586058766,2.80269636939322,0.694248064612519,0,2.26709515600535,6709
"24159","India",6752,27.3827,79.164,0.578143186192856,2.73294393879247,2.22094482909614,5.50520154772776,2.65874601931954,6752
"24309","Costa Rica",6773,10.2611,-85.7468,0.520289381987945,2.99114165650599,2.24776005985069,4.948994569896,3.57794255687113,6773
"24588","South Africa",6810,-33.5737,20.7735,0.487279812766203,2.16227628890402,2.05277199443921,5.25389021628127,3.49225402986176,6810
"24627","Madagascar",6816,-18.2042,48.6213,0.345616224451736,2.88924666169149,1.13258458038767,2.94694327069783,2.49680172397732,6816
"24960","South Africa",6860,-33.5676,25.2569,0.497585536930358,2.50962649356112,2.04793512889809,5.25389021628127,3.49225402986176,6860
"25126","Niger",6884,13.8937,3.70549,0.396010164719997,2.61953120739439,0.492825047310284,2.39269695325967,2.36249398434491,6884
"25137","Uruguay",6886,-34.3194,-54.6889,0.862438853544909,2.9205643069487,2.1268314455175,4.50852971897129,3.79013738663213,6886
"25577","Australia",6946,-37.2494,144.741,0.781280447133364,2.42398175588789,1.7172282947041,5.36316241230006,4.33107201983724,6946
"26925","Tanzania",7134,-4.0497,36.9432,0.446661727109645,2.66505583973121,0.475249013088761,1.7481880270062,2.58899405288781,7134
"26958","Uruguay",7138,-34.3223,-55.5833,0.87188545713512,2.93072622626885,2.0605517017333,4.50852971897129,3.79013738663213,7138
"27646","India",7233,26.5779,75.5707,0.374915939794289,2.59392527338453,1.75513399332211,5.50520154772776,2.65874601931954,7233
"27655","Bangladesh",7234,21.1287,92.1344,0.509853276726064,2.92853910580869,2.06938387360601,4.35812528527665,2.61998209528875,7234
"28704","Ukraine",7388,44.7233,33.6635,0.549309868604541,2.59854299723964,1.27981015755011,5.28195781643865,2.91918067636586,7388
"28900","Indonesia",7417,-9.55919,119.062,0.407446566917447,3.00413705148483,1.84594821783644,4.0484418035504,2.91077933629609,7417
"28941","South Africa",7423,-27.3275,32.379,0.377540147464964,2.80737796169424,2.03756760438549,5.25389021628127,3.49225402986176,7423
"29097","Argentina",7447,-33.5737,-69.9564,0.378938353650544,2.14909075597367,2.14153868617189,5.78923793550226,3.80950249718057,7447
"29152","Central African Republic",7455,7.6799,25.2651,0.491158034686809,2.82349363628764,0.984892420705831,2.20951501454263,2.43334291583504,7455
"29735","Hungary",7549,46.6353,20.7735,0.605699852829456,2.66448247662729,2.01644910898705,4.61162773146829,3.74727443427803,7549
"30012","China",7593,39.3978,107.91,0.906453973712423,2.55240745690115,2.25715122887997,6.95136909386879,2.99627669770714,7593
"30296","India",7638,26.5779,80.0623,0.563430135391408,2.71096814833284,2.29029832108235,5.50520154772776,2.65874601931954,7638
"31540","China",7847,44.7469,124.08,0.933192423299869,2.70847654422613,2.40389452040263,6.95136909386879,2.99627669770714,7847
"31670","Indonesia",7868,-9.93799,119.943,0.393456014579854,2.95994381387255,1.82654558524498,4.0484418035504,2.91077933629609,7868
"31799","South Africa",7889,-27.3536,25.2651,0.475142685049046,2.62331698976948,2.05657524154174,5.25389021628127,3.49225402986176,7889
"32126","Uruguay",7947,-32.0567,-55.5833,0.846521297136871,2.95666857390281,2.06222371801725,4.50852971897129,3.79013738663213,7947
"32250","Bolivia",7970,-16.4788,-63.6682,0.444339852974533,2.98905896538786,0.596261176949485,4.4215710245264,2.98847132047518,7970
"33471","Argentina",8206,-33.5737,-60.0749,0.342984429644727,2.90414535763518,1.3709512607286,5.78923793550226,3.80950249718057,8206
"33503","Brazil",8212,-24.9215,-51.0917,0.451077567678909,2.92502647146572,1.89300620588509,5.98977763964001,3.58078294659351,8212
"34160","Botswana",8356,-24.0996,27.0617,0.438470424455539,2.51564916677744,1.99053713639783,2.07918124604762,3.53572152828684,8356
"34567","Indonesia",8461,-6.47789,134.577,0.301667797321899,3.02966876844913,1.72808179134309,4.0484418035504,2.91077933629609,8461
"34855","Chad",8537,8.57503,16.2819,0.312404782955298,2.83829237854471,0.750384216550106,2.46982201597816,2.33187050378788,8537
"35305","Zimbabwe",8679,-20.7597,31.5533,0.672740106305109,2.73019807626534,1.40154351714674,4.31363525361033,2.75739439046715,8679
"35310","Indonesia",8681,1.2758,110.576,0.499344112003818,3.0295335420557,2.08503881466666,4.0484418035504,2.91077933629609,8681
"35364","Brazil",8699,-23.2723,-48.3968,0.49347173238036,2.87122186126873,1.87538034905531,5.98977763964001,3.58078294659351,8699
"35821","Argentina",8866,-31.2885,-64.5665,0.0831972403768738,2.68170684181957,1.10956916442248,5.78923793550226,3.80950249718057,8866
"36238","Indonesia",9046,-0.433761,100.726,0.708944165699242,2.99574354580071,2.1342203448289,4.0484418035504,2.91077933629609,9046
"36264","Mozambique",9057,-22.4398,34.2482,0.297179955910024,2.77887447200274,0.670222800797935,2.72916478969277,2.50009459561958,9057
"36432","Tanzania",9137,-10.3264,38.7398,0.352737633356105,2.79696233571311,0.422479069964866,1.7481880270062,2.58899405288781,9137
"36471","Tanzania",9155,-2.24386,32.4516,0.141320082799289,2.92466687598667,0.951300515038192,1.7481880270062,2.58899405288781,9155
"36586","Congo DRC",9212,4.98391,26.1634,0.16984970174354,2.91740390720935,0.716124773267258,0,2.26709515600535,9212
"36714","Chile",9286,-37.2494,-72.6513,0.714933737225283,2.59560118726503,2.37214246651661,4.98465330797233,3.69928062050879,9286
"36724","Malawi",9291,-12.9825,34.2482,0.243335326962698,2.82194026729545,1.6298841888213,3.01367969729119,2.32172481869042,9291
"36846","Turkey",9368,40.7691,30.6481,0.370596311654466,2.62590624716546,1.52247073522502,5.33782451404581,3.5953428256262,9368
"37001","Sudan",9482,10.3587,27.96,0.393694825535654,2.75804407631568,1.10545154254032,3.72320931040511,2.58970408801578,9482
"37132","Kazakhstan",9585,41.457,68.3842,0.56316234237539,2.5242337993653,0.856300476867612,4.50851625226694,3.17598650936112,9585
"37154","Brazil",9598,-31.2199,-52.0854,0.676531383781095,2.91831123356298,2.08653449584153,5.98977763964001,3.58078294659351,9598
"37195","Argentina",9633,-33.5737,-63.6682,0.75168375433063,2.81111199679602,1.67486337335461,5.78923793550226,3.80950249718057,9633
"37256","Brazil",9702,-24.0972,-47.5011,0.350405902789206,2.86256615210112,1.8623753060284,5.98977763964001,3.58078294659351,9702
"37307","Mozambique",9775,-12.9825,36.9432,0.177931796321723,2.87408127256162,0.613678912825423,2.72916478969277,2.50009459561958,9775
"37336","Congo DRC",9799,4.08244,27.0617,0.0625286947180155,2.94945390296079,0.641903182411472,0,2.26709515600535,9799
"37382","Turkmenistan",9863,38.6973,58.5027,0.0193471141725418,2.22010808804005,1.70734401048241,4.83241310188512,2.88553797188383,9863
"37396","Senegal",9883,15.6418,-16.0574,0.18706475238751,2.52475919615272,1.15983561794012,3.45255306322893,2.82856122367243,9883
"37406","Chad",9899,11.2468,17.1802,0.461540264768967,2.75633946901558,0.674037961590989,2.46982201597816,2.33187050378788,9899
"5","Sudan",10071,14.7695,29.7566,0.0391661630306789,2.26131952446378,1.06639824707847,3.72320931040511,2.58970408801578,10071
"16","Congo DRC",10312,-4.0497,26.1634,0.118638024794311,2.93596586142453,0.769182332611111,0,2.26709515600535,10312
"18","Argentina",10340,-31.2885,-61.8715,0.14110645918063,2.8495565077699,1.17784009173978,5.78923793550226,3.80950249718057,10340
"25","Argentina",10392,-24.9215,-60.9732,0.415807722800787,2.78758907720635,1.49010545831382,5.78923793550226,3.80950249718057,10392
"27","Brazil",10452,-30.5139,-56.4816,0.695314754240138,2.98453802858411,2.18642213008538,5.98977763964001,3.58078294659351,10452
"30","China",10505,28.9746,112.402,0.813411136342201,2.86385548605968,2.34309587568096,6.95136909386879,2.99627669770714,10505
"31","Myanmar",10514,13.8937,98.9269,0.600575684474171,2.9790915443432,1.95233752299237,3.59228781595213,2.23757342070395,10514
"33","China",10537,38.6973,94.4353,0.226392806135297,2.07166287696574,2.0018701733834,6.95136909386879,2.99627669770714,10537
"39","China",10604,26.5779,115.995,0.781250392945512,2.91240869952504,2.41541045311924,6.95136909386879,2.99627669770714,10604
"46","South Africa",10693,-25.7378,28.8583,0.51358076935119,2.67668000365135,2.06162244760802,5.25389021628127,3.49225402986176,10693
"48","Ethiopia",10708,9.46803,36.0448,0.188056445315962,2.86816143389972,1.02794546683757,3.63648789635337,2.09437779351545,10708
"52","Brazil",10819,-16.4788,-46.6002,0.332997660915506,2.88628252548793,1.87376320686638,5.98977763964001,3.58078294659351,10819
"53","Peru",10834,-10.2475,-77.8404,0.677655602291061,2.19613010840203,1.81234999990947,4.21937492462626,3.31522015660823,10834
"58","China",10902,35.826,79.164,0.567898237299513,1.81080038533791,2.37719684973165,6.95136909386879,2.99627669770714,10902
"60","Peru",10925,-4.0497,-75.3463,0.315008647026272,2.91813491405314,1.88473443795549,4.21937492462626,3.31522015660823,10925
"63","Argentina",10951,-30.5139,-63.6682,0.0477153406612746,2.75740054816544,1.09312469117136,5.78923793550226,3.80950249718057,10951
"68","Argentina",11033,-21.6022,-62.7698,0.15360124255079,2.58859180599344,1.07145375116672,5.78923793550226,3.80950249718057,11033
"72","Mexico",11085,19.6531,-96.4226,0.76408566780035,2.93801313412622,1.98163965316155,5.19781516944518,3.82053390533369,11085
"78","Ukraine",11152,50.7932,35.1465,0.539300190893739,2.52366906213593,1.31723215232968,5.28195781643865,2.91918067636586,11152
"81","Afghanistan",11183,32.0845,64.7909,0.284943184046704,1.80684593069196,0.65351295203663,0,2.26964184190232,11183
"83","Bolivia",11226,-12.1,-65.4648,0.365601066440897,2.9428580832626,0.757751650511104,4.4215710245264,2.98847132047518,11226
"84","Cameroon",11233,4.98391,12.6886,0.357520712489474,2.94902387385782,1.27645501373062,3.65791593682995,2.86238456188045,11233
"89","Argentina",11267,-37.9641,-63.6682,0.774787210966757,2.81401360618071,1.64326305331469,5.78923793550226,3.80950249718057,11267
"92","United States",11332,29.8818,-94.2616,0.802205226081502,2.95818832882666,2.24463689570433,6.47257508985315,4.55253120853509,11332
"93","Papua New Guinea",11339,-6.54458,147.405,0.428134791922136,3.05159119111194,1.29156900164551,2.8668778143375,2.79622643974621,11339
"99","Spain",11455,37.9899,-2.58272,0.942199085534589,2.41186011247457,2.09102712977971,5.40708143378234,4.21334781739129,11455
"102","Afghanistan",11486,33.601,68.3842,0.328379612613973,2.17579818368461,0.670463498196221,0,2.26964184190232,11486
"106","Argentina",11570,-26.5486,-60.9732,0.573443109386162,2.84925484392071,1.52040351692872,5.78923793550226,3.80950249718057,11570
"108","Central African Republic",11588,6.78286,25.2651,0.474508640381604,2.86015790462974,0.747042032265804,2.20951501454263,2.43334291583504,11588
"119","Congo DRC",11765,3.17995,26.1634,0.0120590362341823,2.92937178335097,0.567189280534386,0,2.26709515600535,11765
"122","Bolivia",11784,-10.3264,-68.1597,0.314586591530321,2.89867458668028,1.47264748505488,4.4215710245264,2.98847132047518,11784
