,FISHNET_ID,COUNTRY.x,CassavaGCO,Latitude,Longitude,CONTINENT,CountyPixelCount,cassava_HgHa,AET_mean,cassava_Fertilizer,Pesticide,GDP_Mean,cassavaGCO,cassavaBinaryGCO,Sim5x,Sim10x,Sim50x,Sim100x,Sim1000x
1139,42411,Indonesia,Outside,-9.72247,120.275,Asia,401,8.167498418,864.672619,28.8322017,11179,813.2904404,Outside,0,40.83749209,81.67498418,43233.63095,816.7498418,8167.498418
1140,42414,Sri Lanka,Outside,6.78286,80.9606,Asia,14,8.56000042,1086.422619,100.1248412,11760,865.563779,Outside,0,42.8000021,85.6000042,54321.13095,856.000042,8560.00042
1142,42420,India,Outside,19.0916,76.469,Asia,312,10.86377586,545.7619048,29.03727357,320037,454.770298,Outside,0,54.3188793,108.6377586,27288.09524,1086.377586,10863.77586
1143,42422,Angola,Outside,-6.66538,12.8635,Africa,165,5.094272839,590.0297619,5.546300139,280,609.3283481,Outside,0,25.4713642,50.94272839,29501.4881,509.4272839,5094.272839
1144,42425,China,Outside,42.1292,107.91,Asia,1387,8.838972341,243.2261905,107.5668328,8940649,990.4634249,Outside,0,44.19486171,88.38972341,12161.30953,883.8972341,8838.972341
1145,42436,China,Outside,52.47,126.775,Asia,1387,0.381666683,379.2440476,28.70004348,8940649,990.4634249,Outside,0,1.908333415,3.81666683,18962.20238,38.1666683,381.666683
1147,42446,Angola,Outside,-9.43566,19.8752,Africa,165,8.096579118,780.5833333,4.440559119,280,609.3283481,Outside,0,40.48289559,80.96579118,39029.16667,809.6579118,8096.579118
1148,42447,Congo DRC,Outside,2.27666,18.9768,Africa,225,0.306171344,1010.410714,65.71347102,0,183.9673847,Outside,0,1.53085672,3.06171344,50520.5357,30.6171344,306.171344
1150,42451,Indonesia,Outside,-1.33999,130.502,Asia,401,10.09581897,1079.071429,22.0419254,11179,813.2904404,Outside,0,50.47909485,100.9581897,53953.57145,1009.581897,10095.81897
1151,42452,Argentina,Outside,-26.5486,-61.8715,South America,73,3.47107438,587.5595238,20.39142759,615513,6448.150281,Outside,0,17.3553719,34.7107438,29377.97619,347.107438,3471.07438
1152,42455,Malaysia,Outside,4.60482,114.408,Asia,52,12.23806933,1216.630952,13.07127817,275842,3996.933255,Outside,0,61.19034665,122.3806933,60831.5476,1223.806933,12238.06933
1153,42470,Mexico,Outside,19.0916,-100.499,North America,52,15.31506244,733.6071429,77.44399827,157693,6614.061792,Outside,0,76.5753122,153.1506244,36680.35715,1531.506244,15315.06244
1154,42487,Brazil,Outside,-12.9825,-58.2783,South America,931,7.902966354,903.3005952,81.51157352,976736,3807.754204,Outside,0,39.51483177,79.02966354,45165.02976,790.2966354,7902.966354
1155,42495,Myanmar,Outside,24.1295,98.0286,Asia,101,6.332174612,801.6696429,64.69048226,3910,171.8118107,Outside,0,31.66087306,63.32174612,40083.48215,633.2174612,6332.174612
1156,42511,Nigeria,Outside,10.3587,12.6886,Africa,77,7.58980449,693.3422619,26.68914491,0,591.8145957,Outside,0,37.94902245,75.8980449,34667.1131,758.980449,7589.80449
1157,42515,Malaysia,Outside,4.89821,103.165,Asia,52,10.10000038,1063.611111,64.00268902,275842,3996.933255,Outside,0,50.5000019,101.0000038,53180.55555,1010.000038,10100.00038
1158,42519,Papua New Guinea,Outside,-5.86728,145.629,Asia,81,10.61999989,982.5238095,5.158610223,735,624.4987408,Outside,0,53.09999945,106.1999989,49126.19048,1061.999989,10619.99989
1159,42524,Kazakhstan,Outside,45.3835,81.8589,Asia,26,4.898055765,102.7172619,69.2308329,32248,1498.638251,Outside,0,24.49027883,48.98055765,5135.863095,489.8055765,4898.055765
1160,42529,Liberia,Outside,5.34653,-9.40225,Africa,10,3.282100201,1035.928571,126.1422998,0,290.7765819,Outside,0,16.41050101,32.82100201,51796.42855,328.2100201,3282.100201
1162,42562,Thailand,Outside,17.3749,102.52,Asia,33,15.90568654,865.4107143,63.67468775,209043,2100.510841,Outside,0,79.5284327,159.0568654,43270.53572,1590.568654,15905.68654
1163,42565,Burundi,Outside,-3.14718,30.6549,Africa,9,5.463966085,737.8055556,17.42699166,920,134.2656043,Outside,0,27.31983043,54.63966085,36890.27778,546.3966085,5463.966085
1164,42580,Cambodia,Outside,10.6445,103.715,Asia,36,6.702751668,1102.309524,3.38350099,0,313.5298269,Outside,0,33.51375834,67.02751668,55115.4762,670.2751668,6702.751668
1165,42587,Brazil,Outside,-12.5833,-38.0354,South America,931,12.80896378,908.452381,205.6083197,976736,3807.754204,Outside,0,64.0448189,128.0896378,45422.61905,1280.896378,12808.96378
1166,42589,Ecuador,Outside,0.0577833,-91.3965,South America,46,4.346967697,353.7619048,0.487115324,100557,2023.86319,Outside,0,21.73483849,43.46967697,17688.09524,434.6967697,4346.967697
1167,42593,Brazil,Outside,-19.9125,-51.9901,South America,931,14.77957344,817.0327381,81.93836076,976736,3807.754204,Outside,0,73.8978672,147.7957344,40851.63691,1477.957344,14779.57344
1168,42596,Dominica,Outside,15.8496,-61.5822,North America,3,7.522500038,1108.559524,0.68265785,0,4710.857924,Outside,0,37.61250019,75.22500038,55427.9762,752.2500038,7522.500038
1169,42598,Panama,Outside,8.55014,-80.7216,North America,12,12.16165881,1019,41.4516271,15349,4042.693116,Outside,0,60.80829405,121.6165881,50950,1216.165881,12161.65881
1170,42619,Brazil,Outside,-15.6102,-55.5833,South America,931,13.94355738,839.4166667,97.47639761,976736,3807.754204,Outside,0,69.7177869,139.4355738,41970.83334,1394.355738,13943.55738
1171,42627,Angola,Outside,-14.7378,14.4853,Africa,165,6.810833176,698.0744048,80.80851941,280,609.3283481,Outside,0,34.05416588,68.10833176,34903.72024,681.0833176,6810.833176
1172,42632,Argentina,Outside,-28.1528,-59.1766,South America,73,6.287893581,899.0505952,32.22806013,615513,6448.150281,Outside,0,31.43946791,62.87893581,44952.52976,628.7893581,6287.893581
1173,42638,Brazil,Outside,-8.47657,-35.1835,South America,931,11.83344889,622.4047619,89.32495255,976736,3807.754204,Outside,0,59.16724445,118.3344889,31120.2381,1183.344889,11833.44889
1174,42655,Congo DRC,Outside,-2.24386,18.0785,Africa,225,2.699887262,964.7916667,14.24681882,0,183.9673847,Outside,0,13.49943631,26.99887262,48239.58334,269.9887262,2699.887262
1175,42659,Ethiopia,Outside,7.6799,33.3499,Africa,19,0.721111107,726.5625,4.260951471,4329,123.2732893,Outside,0,3.605555535,7.21111107,36328.125,72.1111107,721.111107
1176,42678,Argentina,Outside,-25.7378,-60.9732,South America,73,4.621212121,696.7708333,24.93375152,615513,6448.150281,Outside,0,23.10606061,46.21212121,34838.54167,462.1212121,4621.212121
1177,42685,Madagascar,Outside,-24.0996,45.9263,Africa,93,4.748783119,581.952381,19.24157951,884,312.907523,Outside,0,23.7439156,47.48783119,29097.61905,474.8783119,4748.783119
1178,42688,Brazil,Outside,-9.43566,-46.6002,South America,931,8.457884736,811.6904762,72.04029279,976736,3807.754204,Outside,0,42.28942368,84.57884736,40584.52381,845.7884736,8457.884736
1179,42690,Brazil,Outside,-25.7378,-51.9901,South America,931,14.90273672,870.0208333,68.55283377,976736,3807.754204,Outside,0,74.5136836,149.0273672,43501.04167,1490.273672,14902.73672
1180,42694,Botswana,Outside,-21.6022,28.8583,Africa,10,2.546818148,352.7559524,28.83551227,119,3432.377275,Outside,0,12.73409074,25.46818148,17637.79762,254.6818148,2546.818148
1181,42697,Brazil,Outside,-5.85147,-41.2103,South America,931,8.416146177,559.4315476,88.48434344,976736,3807.754204,Outside,0,42.08073089,84.16146177,27971.57738,841.6146177,8416.146177
1182,42705,Indonesia,Outside,-0.31554,109.184,Asia,401,11.68202686,1090.142857,60.30978694,11179,813.2904404,Outside,0,58.4101343,116.8202686,54507.14285,1168.202686,11682.02686
1183,42723,Kenya,Outside,2.27666,35.1465,Africa,83,5.494320628,414.0535714,22.5433762,19074,419.8013152,Outside,0,27.47160314,54.94320628,20702.67857,549.4320628,5494.320628
1184,42724,Brazil,Outside,-18.2042,-47.4985,South America,931,13.55540687,780.7797619,74.66784796,976736,3807.754204,Outside,0,67.77703435,135.5540687,39038.9881,1355.540687,13555.40687
1186,42729,Ethiopia,Outside,8.57503,33.3499,Africa,19,1.173333327,642.7946429,4.662977532,4329,123.2732893,Outside,0,5.866666635,11.73333327,32139.73215,117.3333327,1173.333327
1188,42743,China,Outside,23.6587,117.399,Asia,1387,16.03000069,831.75,106.83794,8940649,990.4634249,Outside,0,80.15000345,160.3000069,41587.5,1603.000069,16030.00069
1189,42745,Brazil,Outside,-18.077,-39.6732,South America,931,13.20098918,861.6468254,87.12147497,976736,3807.754204,Outside,0,66.0049459,132.0098918,43082.34127,1320.098918,13200.98918
1190,42747,Burundi,Outside,-3.14718,28.8583,Africa,9,4.726396319,820.8452381,19.23014082,920,134.2656043,Outside,0,23.6319816,47.26396319,41042.26191,472.6396319,4726.396319
1191,42748,Mozambique,Outside,-22.4398,33.3499,Africa,95,4.684417548,548.6607143,3.626371344,535,315.2966525,Outside,0,23.42208774,46.84417548,27433.03572,468.4417548,4684.417548
1192,42758,Angola,Outside,-18.2042,19.8752,Africa,165,0.368429744,466.5208333,2.838194758,280,609.3283481,Outside,0,1.84214872,3.68429744,23326.04167,36.8429744,368.429744
1193,42761,Vietnam,Outside,13.8592,109.279,Asia,37,9.860844612,931,44.03119284,144519,394.9707265,Outside,0,49.30422306,98.60844612,46550,986.0844612,9860.844612
1194,42768,Indonesia,Outside,-6.63156,106.174,Asia,401,13.96143108,1057.702381,85.41153027,11179,813.2904404,Outside,0,69.8071554,139.6143108,52885.11905,1396.143108,13961.43108
1195,42771,Indonesia,Outside,0.324977,103.326,Asia,401,9.243272677,1049.357143,29.94043603,11179,813.2904404,Outside,0,46.21636339,92.43272677,52467.85715,924.3272677,9243.272677
1197,42784,Barbados,Outside,13.1691,-59.5494,North America,2,17.07999992,1002.928571,0.726830631,1176,10889.70784,Outside,0,85.3999996,170.7999992,50146.42855,1707.999992,17079.99992
1198,42798,Brazil,Outside,-18.2042,-51.9901,South America,931,14.21515883,825.2678571,80.71123325,976736,3807.754204,Outside,0,71.07579415,142.1515883,41263.39286,1421.515883,14215.15883
1199,42807,Angola,Outside,-5.62439,12.2067,Africa,165,7.743294716,643.5238095,7.76358324,280,609.3283481,Outside,0,38.71647358,77.43294716,32176.19048,774.3294716,7743.294716
1201,42828,Sudan,Outside,10.3587,27.0617,Africa,87,1.610008183,568.4077381,4.039225991,5286,387.7801545,Outside,0,8.050040915,16.10008183,28420.38691,161.0008183,1610.008183
1202,42837,India,Outside,29.7614,72.8758,Asia,312,0.195541273,135.9017857,8.584499834,320037,454.770298,Outside,0,0.977706365,1.95541273,6795.089285,19.5541273,195.541273
1203,42843,Congo,Outside,-3.14718,12.6886,Africa,49,0.934114291,737.5952381,89.61652658,70,868.7949098,Outside,0,4.670571455,9.34114291,36879.76191,93.4114291,934.114291
1204,42844,Madagascar,Outside,-19.0606,46.8246,Africa,93,5.59106855,719.9315476,12.12552125,884,312.907523,Outside,0,27.95534275,55.9106855,35996.57738,559.106855,5591.06855
1206,42849,Indonesia,Outside,-0.435754,113.3,Asia,401,10.84745797,1017.633929,36.75077745,11179,813.2904404,Outside,0,54.23728985,108.4745797,50881.69645,1084.745797,10847.45797
1209,42860,Gabon,Outside,-1.33998,13.587,Africa,27,1.380682558,824.8065476,51.97405677,0,4221.065231,Outside,0,6.90341279,13.80682558,41240.32738,138.0682558,1380.682558
1210,42861,Madagascar,Outside,-19.972,44.4762,Africa,93,1.703339842,649.3630952,6.715956619,884,312.907523,Outside,0,8.51669921,17.03339842,32468.15476,170.3339842,1703.339842
1211,42871,China,Outside,39.3978,98.0286,Asia,1387,13.95203763,166.0714286,108.533826,8940649,990.4634249,Outside,0,69.76018815,139.5203763,8303.57143,1395.203763,13952.03763
1212,42873,Botswana,Outside,-19.9125,27.0617,Africa,10,2.574027744,411.4136905,9.416371191,119,3432.377275,Outside,0,12.87013872,25.74027744,20570.68453,257.4027744,2574.027744
1214,42890,Brazil,Outside,-5.85147,-45.7019,South America,931,6.668498624,755.6636905,152.088604,976736,3807.754204,Outside,0,33.34249312,66.68498624,37783.18453,666.8498624,6668.498624
1215,42897,Botswana,Outside,-20.7597,27.0617,Africa,10,0.195909088,342.1904762,5.865985938,119,3432.377275,Outside,0,0.97954544,1.95909088,17109.52381,19.5909088,195.909088
1216,42904,Indonesia,Outside,-3.1463,102.521,Asia,401,10.94704092,959.6690476,65.34638573,11179,813.2904404,Outside,0,54.7352046,109.4704092,47983.45238,1094.704092,10947.04092
1217,42906,Malawi,Outside,-12.1,34.2482,Africa,28,0.828960574,653.2708333,13.13617059,1031,208.7610357,Outside,0,4.14480287,8.28960574,32663.54167,82.8960574,828.960574
1218,42907,Zimbabwe,Outside,-19.0606,27.0617,Africa,28,3.363106016,477.9583333,7.620212351,20588,570.9978422,Outside,0,16.81553008,33.63106016,23897.91667,336.3106016,3363.106016
1219,42913,Brazil,Outside,-28.9459,-52.8884,South America,931,16.34859715,893.5833333,83.80328355,976736,3807.754204,Outside,0,81.74298575,163.4859715,44679.16667,1634.859715,16348.59715
1220,42934,China,Outside,24.9512,102.52,Asia,1387,13.4106465,641.9880952,110.0960113,8940649,990.4634249,Outside,0,67.0532325,134.106465,32099.40476,1341.06465,13410.6465
1222,42942,Mozambique,Outside,-13.8618,36.9432,Africa,95,4.82959006,747.0892857,2.730977962,535,315.2966525,Outside,0,24.1479503,48.2959006,37354.46429,482.959006,4829.59006
1223,42953,Argentina,Outside,-25.7378,-58.2783,South America,73,9.733484817,929.4821429,28.34170079,615513,6448.150281,Outside,0,48.66742409,97.33484817,46474.10715,973.3484817,9733.484817
1224,42955,Brazil,Outside,-19.0606,-55.5833,South America,931,11.64451241,846.9077381,82.56533469,976736,3807.754204,Outside,0,58.22256205,116.4451241,42345.38691,1164.451241,11644.51241
1225,42957,Myanmar,Outside,28.1817,98.0286,Asia,101,6.799435588,693.4464286,66.64548294,3910,171.8118107,Outside,0,33.99717794,67.99435588,34672.32143,679.9435588,6799.435588
1226,42962,Benin,Outside,10.3587,1.90886,Africa,18,8.317808535,789.9821429,77.19530422,0,514.7279708,Outside,0,41.58904268,83.17808535,39499.10715,831.7808535,8317.808535
1227,42985,Haiti,Outside,18.8915,-73.1858,North America,8,4.340000153,845.8452381,2.891578462,181,426.3964189,Outside,0,21.70000077,43.40000153,42292.26191,434.0000153,4340.000153
1228,42988,Zimbabwe,Outside,-19.0606,31.5533,Africa,28,3.655031081,567.0327381,6.780735707,20588,570.9978422,Outside,0,18.27515541,36.55031081,28351.63691,365.5031081,3655.031081
1229,42996,Paraguay,Outside,-25.7378,-56.4816,South America,24,14.2297696,1043.104167,24.78569751,71540,1627.976264,Outside,0,71.148848,142.297696,52155.20835,1422.97696,14229.7696
1230,43019,Niger,Outside,13.0145,6.40043,Africa,43,8.78901181,517.6904762,4.847854847,246,229.4061061,Outside,0,43.94505905,87.8901181,25884.52381,878.901181,8789.01181
1232,43023,Argentina,Outside,-25.7378,-54.685,South America,73,15.4256415,1012.845238,31.56058193,615513,6448.150281,Outside,0,77.1282075,154.256415,50642.2619,1542.56415,15425.6415
1233,43034,Indonesia,Outside,-1.13893,116.728,Asia,401,11.68438159,1013.869048,81.73364274,11179,813.2904404,Outside,0,58.42190795,116.8438159,50693.4524,1168.438159,11684.38159
1234,43036,Vietnam,Outside,21.6327,104.317,Asia,37,11.50400134,798.2202381,247.056013,144519,394.9707265,Outside,0,57.5200067,115.0400134,39911.01191,1150.400134,11504.00134
1235,43044,Argentina,Outside,-25.7378,-53.7867,South America,73,17.30979491,971.8154762,93.06143566,615513,6448.150281,Outside,0,86.54897455,173.0979491,48590.77381,1730.979491,17309.79491
1236,43050,Indonesia,Outside,-1.36594,98.9215,Asia,401,13.26153851,1090.404762,25.95345936,11179,813.2904404,Outside,0,66.30769255,132.6153851,54520.2381,1326.153851,13261.53851
1237,43058,China,Outside,44.1032,115.097,Asia,1387,14.84259323,314.3630952,109.3451171,8940649,990.4634249,Outside,0,74.21296615,148.4259323,15718.15476,1484.259323,14842.59323
1238,43067,Brazil,Outside,-19.0606,-56.4816,South America,931,9.85304896,817.2559524,82.59753794,976736,3807.754204,Outside,0,49.2652448,98.5304896,40862.79762,985.304896,9853.04896
1239,43068,Cameroon,Outside,11.2468,14.4853,Africa,60,5.645485789,568.6607143,44.37234105,4548,727.4245291,Outside,0,28.22742895,56.45485789,28433.03572,564.5485789,5645.485789
1241,43073,Paraguay,Outside,-24.0996,-58.2783,South America,24,11.92617367,815.6547619,2.943018942,71540,1627.976264,Outside,0,59.63086835,119.2617367,40782.7381,1192.617367,11926.17367
1242,43079,Paraguay,Outside,-24.0996,-56.4816,South America,24,15.96179303,999.264881,16.36847682,71540,1627.976264,Outside,0,79.80896515,159.6179303,49963.24405,1596.179303,15961.79303
1244,43106,Angola,Outside,-11.2146,23.4684,Africa,165,5.456445183,709.9315476,5.228608872,280,609.3283481,Outside,0,27.28222592,54.56445183,35496.57738,545.6445183,5456.445183
1245,43109,Indonesia,Outside,-2.63212,107.875,Asia,401,10.85516739,1059.02381,22.72236426,11179,813.2904404,Outside,0,54.27583695,108.5516739,52951.1905,1085.516739,10855.16739
1246,43128,Congo DRC,Outside,-12.1,27.0617,Africa,225,4.273196787,636.485119,7.390079431,0,183.9673847,Outside,0,21.36598394,42.73196787,31824.25595,427.3196787,4273.196787
1247,43130,China,Outside,32.846,89.9438,Asia,1387,12.15608385,344.5089286,28.32896314,8940649,990.4634249,Outside,0,60.78041925,121.5608385,17225.44643,1215.608385,12156.08385
1248,43133,Central African Republic,Outside,5.88412,27.0617,Africa,62,0.480615698,794.1547619,6.017421282,161,270.2332425,Outside,0,2.40307849,4.80615698,39707.7381,48.0615698,480.615698
1249,43134,Cameroon,Outside,4.08244,11.7903,Africa,60,8.72712196,887.0505952,50.68510195,4548,727.4245291,Outside,0,43.6356098,87.2712196,44352.52976,872.712196,8727.12196
1250,43138,Kenya,Outside,0.468577,36.0448,Africa,83,7.028281465,534,36.72130482,19074,419.8013152,Outside,0,35.14140733,70.28281465,26700,702.8281465,7028.281465
1251,43140,Indonesia,Outside,-0.406801,103.267,Asia,401,9.516965599,1034.142857,40.03031105,11179,813.2904404,Outside,0,47.584828,95.16965599,51707.14285,951.6965599,9516.965599
1252,43164,Vietnam,Outside,20.7904,106.113,Asia,37,8.05099096,863.047619,146.0563183,144519,394.9707265,Outside,0,40.2549548,80.5099096,43152.38095,805.099096,8050.99096
1254,43179,China,Outside,40.0912,106.113,Asia,1387,2.404500103,237.1428571,109.0987074,8940649,990.4634249,Outside,0,12.02250052,24.04500103,11857.14286,240.4500103,2404.500103
1255,43180,Brazil,Outside,-20.7597,-51.9901,South America,931,15.05311493,814.75,112.5481566,976736,3807.754204,Outside,0,75.26557465,150.5311493,40737.5,1505.311493,15053.11493
1256,43185,Mali,Outside,16.5103,1.90886,Africa,69,0.877672136,195.3779762,3.089131134,365,310.9856809,Outside,0,4.38836068,8.77672136,9768.89881,87.7672136,877.672136
1257,43187,China,Outside,28.1817,99.8252,Asia,1387,6.894074301,560.2380952,111.5796548,8940649,990.4634249,Outside,0,34.47037151,68.94074301,28011.90476,689.4074301,6894.074301
1258,43188,Panama,Outside,7.83724,-81.4575,North America,12,15.91631095,1030.039683,35.16320002,15349,4042.693116,Outside,0,79.58155475,159.1631095,51501.98415,1591.631095,15916.31095
1259,43193,Zambia,Outside,-12.9825,27.96,Africa,57,2.374130014,675.0863095,5.534423578,11690,384.138496,Outside,0,11.87065007,23.74130014,33754.31548,237.4130014,2374.130014
1260,43197,Brazil,Outside,-28.9459,-53.7867,South America,931,20.78233352,938.5922619,79.93763712,976736,3807.754204,Outside,0,103.9116676,207.8233352,46929.6131,2078.233352,20782.33352
1261,43198,China,Outside,46.013,130.368,Asia,1387,15.66568249,439.8809524,111.2034803,8940649,990.4634249,Outside,0,78.32841245,156.6568249,21994.04762,1566.568249,15665.68249
1262,43201,Brazil,Outside,-18.2042,-49.2951,South America,931,14.74605139,805.3244048,88.25435732,976736,3807.754204,Outside,0,73.73025695,147.4605139,40266.22024,1474.605139,14746.05139
1263,43211,China,Outside,34.3494,99.8252,Asia,1387,9.484417073,323.5,104.1021857,8940649,990.4634249,Outside,0,47.42208537,94.84417073,16175,948.4417073,9484.417073
1264,43213,Indonesia,Outside,-2.24386,115.097,Asia,401,10.86068873,995.9880952,39.36447424,11179,813.2904404,Outside,0,54.30344365,108.6068873,49799.40476,1086.068873,10860.68873
1265,43218,Brazil,Outside,-11.2146,-49.2951,South America,931,8.757813288,810.4642857,50.99578492,976736,3807.754204,Outside,0,43.78906644,87.57813288,40523.21429,875.7813288,8757.813288
1266,43236,China,Outside,23.3024,111.503,Asia,1387,16.03000069,884.1041667,132.1177,8940649,990.4634249,Outside,0,80.15000345,160.3000069,44205.20834,1603.000069,16030.00069
1267,43238,Malawi,Outside,-9.43566,33.3499,Africa,28,6.225000469,636.4583333,21.02951872,1031,208.7610357,Outside,0,31.12500235,62.25000469,31822.91667,622.5000469,6225.000469
1270,43246,Brazil,Outside,-15.6102,-46.6002,South America,931,12.21927376,780.1755952,56.96579843,976736,3807.754204,Outside,0,61.0963688,122.1927376,39008.77976,1221.927376,12219.27376
1271,43258,Brazil,Outside,-14.7395,-39.4442,South America,931,11.52806747,892.0744048,72.61079506,976736,3807.754204,Outside,0,57.64033735,115.2806747,44603.72024,1152.806747,11528.06747
1273,43270,Madagascar,Outside,-23.2682,44.137,Africa,93,3.012833844,532.3154762,17.85508756,884,312.907523,Outside,0,15.06416922,30.12833844,26615.77381,301.2833844,3012.833844
1274,43275,Niger,Outside,15.6418,8.19706,Africa,43,2.735957637,202.1517857,1.309584419,246,229.4061061,Outside,0,13.67978819,27.35957637,10107.58929,273.5957637,2735.957637
1275,43276,Philippines,Outside,6.07261,125.028,Asia,83,14.72629423,980.4702381,10.44111974,119544,1047.062049,Outside,0,73.63147115,147.2629423,49023.51191,1472.629423,14726.29423
1276,43295,Congo DRC,Outside,-4.95121,29.7566,Africa,225,4.816392545,742.5625,9.189549923,0,183.9673847,Outside,0,24.08196273,48.16392545,37128.125,481.6392545,4816.392545
1277,43296,Brazil,Outside,-12.9825,-43.9052,South America,931,9.478085791,681.0684524,74.41124981,976736,3807.754204,Outside,0,47.39042896,94.78085791,34053.42262,947.8085791,9478.085791
1278,43299,Malaysia,Outside,5.46745,103.007,Asia,52,10.10000038,1098.333333,40.31500528,275842,3996.933255,Outside,0,50.5000019,101.0000038,54916.66665,1010.000038,10100.00038
1280,43312,Zambia,Outside,-14.7378,26.1634,Africa,57,4.234004177,673.6309524,5.491344003,11690,384.138496,Outside,0,21.17002089,42.34004177,33681.54762,423.4004177,4234.004177
1281,43315,Zimbabwe,Outside,-16.4788,29.7566,Africa,28,2.683235762,583.0119048,15.92189665,20588,570.9978422,Outside,0,13.41617881,26.83235762,29150.59524,268.3235762,2683.235762
1282,43317,Brazil,Outside,-19.0606,-53.7867,South America,931,12.40995603,875.5654762,82.24452391,976736,3807.754204,Outside,0,62.04978015,124.0995603,43778.27381,1240.995603,12409.95603
1283,43318,Angola,Outside,-13.8618,19.8752,Africa,165,6.386115555,743.485119,3.809243471,280,609.3283481,Outside,0,31.93057778,63.86115555,37174.25595,638.6115555,6386.115555
1284,43321,Congo DRC,Outside,-3.14718,23.4684,Africa,225,2.219548119,788.1428571,35.80447274,0,183.9673847,Outside,0,11.0977406,22.19548119,39407.14286,221.9548119,2219.548119
1286,43339,Indonesia,Outside,1.37779,127.746,Asia,401,10.93197952,953.5297619,27.92440909,11179,813.2904404,Outside,0,54.6598976,109.3197952,47676.4881,1093.197952,10931.97952
1288,43345,Mali,Outside,15.6418,-6.17598,Africa,69,2.30691667,254.639881,3.104187297,365,310.9856809,Outside,0,11.53458335,23.0691667,12731.99405,230.691667,2306.91667
1289,43357,Kenya,Outside,0.468577,36.9432,Africa,83,7.038769497,472.0267857,9.214033667,19074,419.8013152,Outside,0,35.19384749,70.38769497,23601.33929,703.8769497,7038.769497
1290,43358,China,Outside,27.3827,117.792,Asia,1387,15.36760396,812.8065476,171.0347666,8940649,990.4634249,Outside,0,76.8380198,153.6760396,40640.32738,1536.760396,15367.60396
1292,43366,Central African Republic,Outside,6.78286,17.1802,Africa,62,2.252891768,799.7291667,140.169624,161,270.2332425,Outside,0,11.26445884,22.52891768,39986.45834,225.2891768,2252.891768
1293,43368,Congo DRC,Outside,0.468577,29.7566,Africa,225,3.947209875,924.8214286,171.3072704,0,183.9673847,Outside,0,19.73604938,39.47209875,46241.07143,394.7209875,3947.209875
1294,43374,Mozambique,Outside,-16.4788,36.9432,Africa,95,3.339286775,840.3571429,3.823045764,535,315.2966525,Outside,0,16.69643388,33.39286775,42017.85715,333.9286775,3339.286775
1295,43382,China,Outside,41.457,95.3336,Asia,1387,0.148425932,96.18452381,108.3599286,8940649,990.4634249,Outside,0,0.74212966,1.48425932,4809.226191,14.8425932,148.425932
1298,43390,China,Outside,35.0911,93.537,Asia,1387,10.63809136,242.547619,44.58562378,8940649,990.4634249,Outside,0,53.1904568,106.3809136,12127.38095,1063.809136,10638.09136
1299,43392,India,Outside,28.9746,74.6724,Asia,312,4.301908016,239.577381,20.38292599,320037,454.770298,Outside,0,21.50954008,43.01908016,11978.86905,430.1908016,4301.908016
1300,43396,Argentina,Outside,-29.733,-57.38,South America,73,8.746977503,973.8482143,29.48044632,615513,6448.150281,Outside,0,43.73488752,87.46977503,48692.41072,874.6977503,8746.977503
1301,43419,Mexico,Outside,18.0104,-94.1916,North America,52,6.756094933,1028.9375,76.83775747,157693,6614.061792,Outside,0,33.78047467,67.56094933,51446.875,675.6094933,6756.094933
1303,43424,China,Outside,26.5779,110.605,Asia,1387,15.49566733,708.4464286,114.9499243,8940649,990.4634249,Outside,0,77.47833665,154.9566733,35422.32143,1549.566733,15495.66733
1304,43428,Brazil,Outside,-10.2664,-36.7632,South America,931,10.63121922,679.2738095,108.9847719,976736,3807.754204,Outside,0,53.1560961,106.3121922,33963.69048,1063.121922,10631.21922
1305,43429,China,Outside,35.826,99.8252,Asia,1387,16.03000069,268.375,98.93188935,8940649,990.4634249,Outside,0,80.15000345,160.3000069,13418.75,1603.000069,16030.00069
1306,43431,India,Outside,26.5779,90.8421,Asia,312,5.015880521,830.5833333,15.06052559,320037,454.770298,Outside,0,25.07940261,50.15880521,41529.16667,501.5880521,5015.880521
1307,43440,Mexico,Outside,18.3254,-102.282,North America,52,2.168890964,689.6507937,56.72122229,157693,6614.061792,Outside,0,10.84445482,21.68890964,34482.53969,216.8890964,2168.890964
1308,43463,Zimbabwe,Outside,-18.2042,29.7566,Africa,28,4.146742369,561.5863095,15.12536855,20588,570.9978422,Outside,0,20.73371185,41.46742369,28079.31548,414.6742369,4146.742369
1309,43469,Indonesia,Outside,-3.94253,121.565,Asia,401,12.82788376,1026.904762,123.6210173,11179,813.2904404,Outside,0,64.1394188,128.2788376,51345.2381,1282.788376,12827.88376
1310,43474,Indonesia,Outside,-7.64223,140.252,Asia,401,9.201451302,1033.946429,34.51381978,11179,813.2904404,Outside,0,46.00725651,92.01451302,51697.32145,920.1451302,9201.451302
1311,43481,Papua New Guinea,Outside,-8.53777,151.081,Oceania,81,10.61999989,1221.285714,3.806741872,735,624.4987408,Outside,0,53.09999945,106.1999989,61064.2857,1061.999989,10619.99989
1312,43488,Zimbabwe,Outside,-21.6022,29.7566,Africa,28,3.82791539,379.3035714,21.2371781,20588,570.9978422,Outside,0,19.13957695,38.2791539,18965.17857,382.791539,3827.91539
1313,43489,Congo,Outside,3.17995,18.0785,Africa,49,0.403797958,990.047619,68.35346141,70,868.7949098,Outside,0,2.01898979,4.03797958,49502.38095,40.3797958,403.797958
