"","X1","X2","distances"
"45376",15612492.9328,-3963293.9918,368990.36773079
"45378",16273621.0785022,-2050766.11056358,2102264.18397727
"45383",14112492.9328,-3115372.02545,1376032.65554519
"45394",15712492.9328,-3716378.65495,491972.82745916
"45402",15112492.9328,-2937617.42485,960198.176646497
"45437",16213584.0081241,-4202232.85289519,1012353.61251449
"45443",15812492.9328,-2574695.0043,1427922.27692821
"45444",16312492.9328,-2847792.8487,1485779.92426111
"45447",15712492.9328,-3881724.4436,461208.535299154
"45463",15095788.5443147,-1532422.78479106,2360433.25245223
"45484",16112492.9328,-3377081.28795,1001184.83492963
"45501",14812492.9328,-2202676.04035,1741254.19140542
"45508",16112492.9328,-3115372.02545,1156781.65714517
"45518",13312492.9328,-2666317.15395,2291485.05450275
"45519",15050633.886513,-3823483.48541628,210721.197585799
"45523",14512492.9328,-2013585.1064,2014516.13437094
"45529",15412492.9328,-3203276.62205,703169.101228491
"45544",14811918.6443147,-1340302.27764747,2585042.56560961
"45564",15412492.9328,-2757354.6945,1141803.5177442
"45567",15012492.9328,-2937617.42485,979666.597254504
"45583",13539809.3692208,-2121407.25085614,2459504.61846807
"45591",14712492.9328,-2389758.88315,1591931.00220178
"45604",15512492.9328,-3290516.78655,651819.411888787
"45607",14412492.9328,-2482503.6033,1636547.30925657
"45609",16112492.9328,-3799416.93585,865685.508514261
"45645",13912492.9328,-3203276.62205,1503641.69104108
"45655",15812492.9328,-4124193.2187,608956.365010589
"45677",16212492.9328,-2574695.0043,1627236.18924359
"45680",14812492.9328,-2013585.1064,1924831.66682647
"45772",15817468.4547736,-1437941.83617774,2514351.49596298
"45778",13912492.9328,-2202676.04035,2152175.89642566
"45780",15912492.9328,-1533058.3871,2445732.0886888
"45789",16212492.9328,-3716378.65495,976323.074731598
"45795",13712492.9328,-2013585.1064,2424954.44954509
"45812",13912492.9328,-2574695.0043,1875238.1161938
"45854",15512492.9328,-3716378.65495,312361.12056413
"45866",15612492.9328,-3462959.48605,557557.289224546
"45867",15712492.9328,-2013585.1064,1930047.15371136
"45872",12658634.725542,-2502709.15419149,2939439.90433428
"45877",14320731.8454915,-1658996.02227786,2415209.88760901
"45881",16412492.9328,-2574695.0043,1752816.42190564
"45921",14212492.9328,-3115372.02545,1294488.22543342
"45934",16167595.995346,-1659693.1424047,2409084.17177515
"45936",13312492.9328,-2937617.42485,2159113.33620367
"45943",16212492.9328,-2937617.42485,1351500.4260764
"46022",15813097.1984537,-4202667.22528439,644032.308058784
"46045",16512492.9328,-3377081.28795,1360627.30397756
"46062",17007303.8369724,-3028975.23304665,1954717.44543653
"46093",15212492.9328,-2202676.04035,1685497.47722241
"46116",16995791.5787805,-3460044.52573563,1796129.35007603
"46118",14812492.9328,-2108372.58065,1832667.84099928
"46133",13812492.9328,-3026814.8206,1676723.47330378
"46153",13312492.9328,-3290516.78655,2028724.43156191
"46190",15412492.9328,-2666317.15395,1231996.58475553
"46224",15616012.0322617,-4121309.83181698,433080.927588169
"46235",14312492.9328,-2108372.58065,2011840.43406473
"46242",14512492.9328,-2937617.42485,1203568.51009031
"46245",15312492.9328,-2108372.58065,1780404.70082736
"46246",13812492.9328,-2937617.42485,1724221.52923218
"46249",15812492.9328,-2847792.8487,1181682.06385733
"46254",16112492.9328,-2108372.58065,1976793.38121122
"46258",15012492.9328,-3462959.48605,487305.603100545
"46283",13912492.9328,-2482503.6033,1940906.38932941
"46285",14912492.9328,-3115372.02545,843407.992847505
"46290",15824132.4246088,-1343428.49082956,2607980.2142765
"46309",16512492.9328,-3203276.62205,1434928.44705648
"46332",16012492.9328,-3548141.3286,833484.760662592
"46349",15012492.9328,-2108372.58065,1795310.33772745
"46354",16978177.7479217,-2781039.99396888,2051043.65101801
"46357",15912492.9328,-2574695.0043,1470100.6515225
"46359",16012492.9328,-2482503.6033,1598133.11147087
"46362",15197591.1970193,-1754822.72545139,2133580.14971523
"46366",13912492.9328,-2013585.1064,2303230.74738217
"46389",14812492.9328,-1435776.1316,2490909.71518784
"46390",15612492.9328,-2666317.15395,1273688.88594011
"46399",16868628.1321949,-3679088.80671755,1630706.59091995
"46430",14712492.9328,-2296477.34305,1680003.31916833
"46440",16012492.9328,-1822633.2914,2200906.08072877
"46452",16612492.9328,-3462959.48605,1425906.41255232
"46493",15112492.9328,-3026814.8206,872033.406754244
"46500",16812492.9328,-2937617.42485,1827554.86419394
"46553",16012492.9328,-3799416.93585,766275.083108247
"46568",15812492.9328,-3716378.65495,586746.248064015
"46594",16312492.9328,-2666317.15395,1617998.96624832
"46596",16183735.7718859,-1830960.08405291,2258246.99000982
"46602",15559931.2366386,-4103066.63264825,376311.415563032
"46619",15912492.9328,-2108372.58065,1898221.34607174
"46626",13912492.9328,-3548141.3286,1381225.9107101
"46641",15212492.9328,-2937617.42485,950901.906136642
"46668",15112492.9328,-2574695.0043,1320350.23851044
"46672",15712492.9328,-3203276.62205,825317.196536946
"46678",16212417.6373429,-4588657.85676186,1189540.78052911
"46682",15212492.9328,-2757354.6945,1131038.23092544
"46693",15842061.4856283,-1247772.56603882,2705240.55383273
"46694",13712492.9328,-2937617.42485,1808509.3268238
"46708",14312492.9328,-1822633.2914,2268482.16501369
"46722",14912492.9328,-2574695.0043,1356044.60067377
"46729",16012492.9328,-3115372.02545,1084393.79638971
"46735",14411655.1367666,-3461119.96979101,941825.740134678
"46737",15079583.0705967,-1629469.91481039,2264777.26679275
"46753",16612492.9328,-3026814.8206,1610574.65284321
"46754",15312492.9328,-2482503.6033,1406553.29275726
"46784",14412492.9328,-3115372.02545,1140248.90225944
"46787",15912492.9328,-3203276.62205,951638.727783649
"46798",13812492.9328,-3377081.28795,1526758.47812781
"46802",17012492.9328,-3203276.62205,1889494.41159987
"46816",15412492.9328,-2574695.0043,1322885.64974894
"46818",16912492.9328,-3203276.62205,1796651.11660781
"46830",13212492.9328,-3290516.78655,2124497.33409038
"46833",13118623.6884998,-2308539.9285936,2653721.4347162
"46851",15912492.9328,-2482503.6033,1552995.66815897
"46873",14712492.9328,-2937617.42485,1092265.9711806
"46880",15912492.9328,-2296477.34305,1723141.87237298
"46889",13913558.9511529,-1823179.7032604,2460074.38160376
"46890",16112492.9328,-3963293.9918,864478.672248946
"46910",15306342.1685712,-3870402.49437933,57681.6188796034
"46917",15513235.7395192,-3880159.96178568,262021.554752725
"46933",14012492.9328,-2202676.04035,2091433.71537676
"46942",16582388.337431,-2327323.24408051,2050997.5681489
"46950",14512492.9328,-2666317.15395,1427483.98061692
"46974",14507816.248816,-1299008.70384217,2693373.54870438
"47017",16485227.8411261,-4588781.53289363,1419154.20960634
"47022",15300231.4597931,-3966135.86616072,92412.521066022
"47031",16978507.8350987,-3538024.50619082,1762230.73260625
"47045",13712492.9328,-3462959.48605,1596379.0571934
"47047",16112492.9328,-3026814.8206,1217695.04765594
"47078",12914286.1555584,-3717709.41318981,2343213.39416969
"47085",16312492.9328,-3963293.9918,1063856.74227848
"47160",12812492.9328,-2482503.6033,2814701.53815467
"47170",14412492.9328,-3203276.62205,1082639.28357144
"47180",16312492.9328,-2202676.04035,1991349.94638626
"47204",16512492.9328,-3963293.9918,1263431.42331092
"47209",14912492.9328,-1726507.8001,2187617.64436385
"47211",16608807.1805527,-4173780.92889202,1387295.71671269
"47218",14512492.9328,-2296477.34305,1754406.83967503
"47229",13012312.0973754,-3858942.68809812,2239196.35667527
"47232",15512492.9328,-2574695.0043,1338753.2778562
"47268",13612492.9328,-3026814.8206,1851197.93987834
"47270",15199961.5205267,-1360677.34409562,2527570.73336179
"47278",13912492.9328,-2847792.8487,1695266.48746454
"47307",16112492.9328,-2757354.6945,1421039.24989646
"47330",14912492.9328,-3026814.8206,925188.882973272
"47345",14912492.9328,-1918332.28425,1998328.9001263
"47346",13808104.989033,-3628215.72040063,1466364.61962103
"47349",16412492.9328,-4044118.9467,1171654.07428733
"47362",16108344.0166436,-4196099.11359456,910811.794687113
"47420",13412492.9328,-3548141.3286,1869923.93779045
"47423",15912492.9328,-3290516.78655,890956.86335041
"47443",16028622.6373683,-4418477.41071036,941217.779172941
"47444",14412492.9328,-3290516.78655,1029706.60018551
"47448",16012492.9328,-2013585.1064,2022815.78635486
"47450",16712492.9328,-2666317.15395,1904430.68695524
"47453",16779637.0189793,-2583386.02147569,2009240.05225185
"47482",15762071.1943138,-1436396.57899949,2503972.84700918
"47518",15251323.4495048,-3887726.16918758,0
"47534",14012492.9328,-2296477.34305,2016624.37647751
"47559",16312492.9328,-2482503.6033,1760889.30144876
"47578",14312492.9328,-2574695.0043,1614141.74689283
"47594",14412492.9328,-1918332.28425,2140595.45682616
"47611",15012492.9328,-2296477.34305,1609072.04387924
"47612",14953827.7942,-3674864.4449,365805.656861556
"47614",15759392.2901911,-1608197.4394262,2335462.51879234
"47621",13712625.1786807,-3713864.56825812,1548489.6592857
"47641",12912492.9328,-3290516.78655,2413873.90569185
"47646",13512492.9328,-2937617.42485,1981473.74241766
"47650",15438257.6091405,-3883352.68290828,186985.31338305
"47664",13612492.9328,-2202676.04035,2350565.76150902
"47677",15112492.9328,-1822633.2914,2069754.21397264
"47689",13112492.9328,-2937617.42485,2340363.77626523
"47712",15412492.9328,-2937617.42485,963681.601159002
"47743",16412492.9328,-3632617.3477,1188862.93563927
"47756",16712492.9328,-3799416.93585,1463835.63954627
"47787",16512492.9328,-2574695.0043,1820604.1045656
"47830",15641693.5943494,-4183903.62708477,490010.139234281
"47858",14912492.9328,-2757354.6945,1180061.77373806
"47874",13208156.4933598,-3794719.88150602,2045282.71401074
"47879",15712492.9328,-3548141.3286,572708.613764151
"47896",14512492.9328,-2108372.58065,1926647.2758281
"47926",16212492.9328,-4124193.2187,989830.006174328
"47959",15398234.3801872,-1859921.31308971,2033119.61182024
"47966",15612492.9328,-3716378.65495,399754.132310251
"47977",15212492.9328,-2574695.0043,1313605.21047749
"48012",15312492.9328,-3548141.3286,345050.097295298
"48030",15112492.9328,-3716378.65495,220530.911674349
"48040",12758915.8065276,-3175303.55619543,2592227.19649991
"48041",16774390.323986,-3864308.3708245,1523246.8931273
"48044",13112492.9328,-3799416.93585,2140652.82095916
"48063",16312492.9328,-3632617.3477,1091403.30908321
"48070",13559177.3235322,-2052861.0972509,2496014.49191652
"48074",16612492.9328,-3632617.3477,1384869.26208033
"48082",13812492.9328,-2108372.58065,2288303.39964843
"48084",14912492.9328,-2666317.15395,1267535.44390446
"48087",16422074.1891244,-4541283.6134775,1340818.64072159
"48089",14047200.3664372,-1563482.49344931,2617636.54149799
"48135",15212492.9328,-3632617.3477,258047.127146078
"48138",13403100.9268385,-3758978.54329402,1852701.39106773
"48145",13312492.9328,-2574695.0043,2341605.1358997
"48155",14212492.9328,-2666317.15395,1603436.5671709
"48163",14012492.9328,-2108372.58065,2168132.89310426
"48167",15912492.9328,-3548141.3286,743278.514150473
"48170",16139831.6448312,-4583092.47767072,1128264.64809261
"48185",14012492.9328,-3026814.8206,1508598.48841432
"48187",14312492.9328,-3115372.02545,1215702.94992026
"48206",16412492.9328,-4124193.2187,1185002.63056296
"48211",12812492.9328,-2666317.15395,2727587.62860412
"48221",14712492.9328,-3203276.62205,871096.727297951
"48223",15212492.9328,-3026814.8206,861786.608827528
"48233",14296248.6237376,-3520122.88555612,1023376.81083304
"48244",16712492.9328,-3716378.65495,1471181.91585832
"48269",14112492.9328,-1726507.8001,2442908.0589862
"48273",14512492.9328,-2757354.6945,1350411.12376997
"48295",14412492.9328,-2937617.42485,1267415.97820999
"48321",16612492.9328,-2574695.0043,1891251.75537795
"48329",14946699.9881811,-3627684.67689401,400520.949393507
"48350",16695519.7620907,-3959228.93156004,1445965.29498929
"48356",16412492.9328,-3799416.93585,1164522.68746844
"48367",13912492.9328,-2389758.88315,2009072.70712108
"48377",15234816.32425,-3971382.97820039,85269.8474162024
"48386",15812492.9328,-2389758.88315,1599630.32573798
"48388",12812492.9328,-2937617.42485,2617365.26210564
"48412",14912492.9328,-3203276.62205,763725.933583038
"48419",16481403.7514084,-4656384.86140735,1450494.3068679
"48428",16512492.9328,-2847792.8487,1634628.32982162
"48461",14112492.9328,-1918332.28425,2274960.92709472
"48466",14212492.9328,-3462959.48605,1122317.0574935
"48473",14614715.4325392,-1370503.11796953,2596474.85195763
"48477",14612492.9328,-2847792.8487,1220477.66883858
"48487",14312492.9328,-3377081.28795,1068719.29608777
"48539",13112492.9328,-3462959.48605,2180601.4570048
"48559",16193701.6532816,-4539323.01861101,1145711.62738803
"48565",16306650.6025322,-4269499.92451381,1122259.59571433
"48592",16212492.9328,-2202676.04035,1939907.39787071
"48595",13512492.9328,-2847792.8487,2026078.20107819
"48600",13312492.9328,-2482503.6033,2394517.53641219
"48601",14120615.7404244,-1558187.56028329,2589449.75887728
"48606",16140907.9230281,-4252782.31826048,961575.0243791
"48607",16212492.9328,-2296477.34305,1859010.38251598
"48611",16898550.4153282,-3619852.09882129,1668865.84077639
"48618",16392598.1018243,-4807494.63352778,1465770.05700816
"48636",16998311.4708679,-2851348.28742096,2031267.15638321
"48637",14212492.9328,-2937617.42485,1407790.98892694
"48646",15612492.9328,-2757354.6945,1186668.89503817
"48653",16912492.9328,-3026814.8206,1871003.0471269
"48674",16012492.9328,-4203511.25305,824074.754794658
"48683",16712492.9328,-3290516.78655,1578504.13544708
"48719",14612492.9328,-2574695.0043,1460190.14824761
"48792",13212492.9328,-3462959.48605,2082608.12707299
"48811",15812492.9328,-3799416.93585,568075.443646769
"48843",15912492.9328,-3377081.28795,835406.057181169
"48864",15012492.9328,-3026814.8206,893425.075670238
"48869",14112492.9328,-2389758.88315,1881712.23512441
"48873",15312492.9328,-3377081.28795,514295.538013646
"48874",13112492.9328,-2482503.6033,2559149.55382983
"48883",13715702.235883,-3760938.59474493,1540846.3910326
"48886",17082149.1813886,-3049190.23030525,2013719.29059764
"48900",13312492.9328,-3115372.02545,2087006.15616112
"48907",13112492.9328,-2757354.6945,2419160.11251325
"48919",14512492.9328,-2389758.88315,1670262.41125551
"48922",14512492.9328,-3377081.28795,898125.117758333
"48930",15209382.2319293,-1551342.93328936,2336759.65617304
"48938",14512492.9328,-2847792.8487,1275669.17477636
"48951",15812492.9328,-2757354.6945,1262002.71781371
"48965",13312492.9328,-2389758.88315,2450095.86803141
"48983",16212492.9328,-3115372.02545,1233035.96823717
"49024",16112492.9328,-1726507.8001,2326473.23600348
"49080",15112492.9328,-2296477.34305,1597293.5669603
"49097",15617324.3005712,-1958148.80774026,1963982.03066916
"49104",14612739.4366117,-1436044.85014576,2533481.95802955
"49106",12851985.920671,-3441367.31066564,2440503.39230486
"49112",16312492.9328,-2757354.6945,1550425.85861575
"49157",12716728.1275642,-2941731.20325607,2705379.81096388
"49190",13812492.9328,-2202676.04035,2215767.85618362
"49201",15719785.3984279,-1922276.98758634,2020506.64018851
"49205",14612492.9328,-1533058.3871,2439787.85821116
"49225",15412492.9328,-2202676.04035,1692740.24559033
"49256",12832848.9645482,-3779092.86139157,2420913.05708168
"49283",15112492.9328,-2108372.58065,1784761.35811208
"49302",15813305.6880088,-1629403.07715399,2327197.28953223
"49325",15612492.9328,-2482503.6033,1450894.1571815
"49329",14112492.9328,-2757354.6945,1604579.26465647
"49343",13412492.9328,-3026814.8206,2030385.68239922
"49374",16212492.9328,-3377081.28795,1088395.59460341
"49392",12642690.2027466,-2860116.13584856,2803738.539292
"49434",15712492.9328,-2296477.34305,1656728.74032142
"49483",14512492.9328,-3290516.78655,950015.567832783
"49496",14012492.9328,-3115372.02545,1459873.95773323
"49502",12730300.7252268,-2842166.98735908,2729239.74378065
"49529",15012492.9328,-2847792.8487,1067005.7763526
"49531",16212492.9328,-3462959.48605,1050844.18955508
"49553",13246308.5577523,-2234394.60177149,2598767.0130206
"49562",14712492.9328,-2482503.6033,1504987.96852734
"49636",16677490.1524404,-4123584.35002388,1445538.15101141
"49665",15613778.8421232,-4043542.0552817,394528.201777105
"49673",15212492.9328,-3548141.3286,341797.707693388
"49690",15812492.9328,-3377081.28795,758728.794574153
"49712",13612492.9328,-3548141.3286,1673643.72745212
"49741",16012492.9328,-2296477.34305,1763930.78350147
"49743",13812492.9328,-3290516.78655,1557848.61347673
"49748",16112492.9328,-3716378.65495,878050.596261011
"49764",13712492.9328,-2108372.58065,2352466.48269078
"49780",15812492.9328,-3548141.3286,655918.480406441
"49798",16387824.5629588,-2149669.59011539,2076650.0554832
"49832",14912492.9328,-2296477.34305,1626923.15298992
"49851",15612492.9328,-2937617.42485,1016439.8761021
"49860",15812492.9328,-4044118.9467,582554.623910798
"49861",16412492.9328,-2937617.42485,1500340.35971935
"49886",15612492.9328,-3799416.93585,371808.978316009
"49908",15912492.9328,-2389758.88315,1637391.54623433
"49938",13912492.9328,-3462959.48605,1404597.41120499
"49979",14312492.9328,-1918332.28425,2181722.94600523
"50025",14812492.9328,-2757354.6945,1212564.18105549
"50056",15103502.2923857,-1361247.71990198,2530799.17203966
"50097",16612492.9328,-3377081.28795,1453802.10379139
"50111",15969653.2344042,-1455625.14507486,2535963.93337204
"50145",15612492.9328,-3881724.4436,361219.346621621
"50158",16112492.9328,-2013585.1064,2062526.99429256
"50161",14012492.9328,-3377081.28795,1339947.4780204
"50163",15612492.9328,-3377081.28795,625461.102226081
"50165",14917497.1132459,-3543537.82423482,479484.764702023
"50205",14612492.9328,-2482503.6033,1543617.46840109
"50236",14612492.9328,-1822633.2914,2161645.90600827
"50246",16012492.9328,-3881724.4436,761193.144352937
"50286",15912492.9328,-3632617.3477,708678.7681606
"50312",13812492.9328,-2666317.15395,1887345.55349693
"50322",15110400.3690533,-1728831.16600384,2163489.53068317
"50325",14312492.9328,-2757354.6945,1469402.05862234
"50327",14612492.9328,-1629975.9613,2346388.80629143
"50329",15612492.9328,-2847792.8487,1100865.43533897
"50330",13412492.9328,-2937617.42485,2069783.63488351
"50335",13712492.9328,-3290516.78655,1650653.93279522
"50345",16312492.9328,-4044118.9467,1072631.98401644
"50368",14812492.9328,-1629975.9613,2300001.78774014
"50380",16112492.9328,-3548141.3286,925705.537909229
"50395",15332531.7748578,-3798189.23745716,120878.675746937
"50405",15112492.9328,-3203276.62205,698387.496269344
"50410",12737607.2646864,-3105923.99394072,2632486.22010421
"50417",15112492.9328,-3462959.48605,446878.783868987
"50422",14912492.9328,-3290516.78655,686633.210499464
"50429",16012492.9328,-1726507.8001,2291341.053004
"50430",15012492.9328,-3115372.02545,808437.343928455
"50454",13412492.9328,-3203276.62205,1962082.78412041
"50483",14366103.4159364,-3506260.98536001,963913.997358401
"50500",14312492.9328,-2937617.42485,1335705.56829076
"50520",14812492.9328,-3203276.62205,813045.758225356
"50574",15012492.9328,-1533058.3871,2366748.90508282
"50614",12912492.9328,-2937617.42485,2524447.42704941
"50635",15111763.2747791,-3854066.63407284,143561.856611053
"50648",16412492.9328,-2296477.34305,1969869.89306915
"50654",15712492.9328,-3963293.9918,467319.792152164
"50665",15712492.9328,-2202676.04035,1747017.81016059
"50668",16412492.9328,-3462959.48605,1236422.78531243
"50678",15923294.8356385,-4261196.60182809,768781.963783718
"50686",12923025.6532093,-3547872.34576391,2352970.72857487
"50737",13312492.9328,-3548141.3286,1968344.89774092
"50750",15112492.9328,-3632617.3477,290438.32937356
"50767",13412492.9328,-2574695.0043,2259501.82764495
"50771",16112492.9328,-2574695.0043,1570243.2037506
"50778",17001095.943592,-3375029.35446743,1823338.09396073
"50799",15812492.9328,-1918332.28425,2047785.01386531
"50803",16012492.9328,-3026814.8206,1149150.7004857
"50808",15912492.9328,-1918332.28425,2077416.02951127
"50823",16232056.2824715,-4267192.66779913,1051585.3333075
"50845",13712492.9328,-3377081.28795,1621344.36622085
"50852",13812492.9328,-2847792.8487,1775301.26087414
"50881",13312492.9328,-3203276.62205,2056097.01986133
"50884",13512492.9328,-3548141.3286,1771679.83275218
"50929",12712972.055502,-2490873.99689471,2897313.20203312
"50945",13012492.9328,-2757354.6945,2508007.52656687
"50974",13212492.9328,-3377081.28795,2101805.90697165
"50975",13613094.1684206,-3713954.38334675,1647419.74340358
"50988",14812492.9328,-2389758.88315,1560922.23138445
"50989",15212492.9328,-3377081.28795,512119.130439105
"50996",13013916.8703262,-2316080.8567412,2734237.95392546
"51011",14812492.9328,-1822633.2914,2111203.64159415
"51022",16912492.9328,-2937617.42485,1913685.1042682
"51032",13012492.9328,-2389758.88315,2693746.10395403
"51033",16012492.9328,-3462959.48605,871668.352874868
"51068",15912492.9328,-3881724.4436,661196.722882737
"51070",15912492.9328,-4124193.2187,702183.559438661
"51101",14512513.3442562,-1629973.94519578,2375560.03429873
"51102",14412492.9328,-1822633.2914,2228956.08517625
"51131",13812492.9328,-2482503.6033,2011189.62693245
"51158",16112492.9328,-3203276.62205,1100038.20912538
"51163",15912492.9328,-2937617.42485,1157519.63772006
"51177",14912492.9328,-2108372.58065,1811326.9478733
"51184",16112492.9328,-3632617.3477,898161.115702358
"51192",13513563.4098805,-2203750.21666512,2419831.59827061
"51207",13912492.9328,-3026814.8206,1591739.77225768
"51242",16512492.9328,-3115372.02545,1478877.74644955
"51246",13612492.9328,-2666317.15395,2043919.1385636
"51263",15756789.8517917,-1525005.92650059,2416183.6083054
"51287",16212492.9328,-4044118.9467,973809.774276278
"51296",16012492.9328,-2389758.88315,1680263.36398158
"51305",16212492.9328,-3632617.3477,994448.232146221
"51310",16966400.2840295,-3593332.60121505,1740159.797601
"51315",13212492.9328,-2757354.6945,2331216.32343164
"51320",15712492.9328,-2574695.0043,1391663.80002097
"51338",14812492.9328,-3377081.28795,673298.163613675
"51346",14612492.9328,-3203276.62205,936256.167750132
"51348",15112492.9328,-2389758.88315,1504386.88587987
"51350",15012492.9328,-2482503.6033,1425373.8019864
"51362",16212492.9328,-3203276.62205,1179965.23601113
"51371",16512492.9328,-3290516.78655,1395423.77516848
"51374",13112492.9328,-3632617.3477,2153990.82866862
"51409",16312492.9328,-2389758.88315,1835752.34231522
"51414",12817127.1922924,-3200145.69560867,2529442.29550191
"51426",14660951.3323667,-3506499.9019,702760.772641861
"51440",16512492.9328,-2482503.6033,1888173.43622739
"51443",15208598.7572206,-3712252.65097438,180599.985949331
"51445",15812509.6917887,-1533054.99285947,2420621.06641232
"51454",14208471.6549428,-3533625.36687626,1101329.76152413
"51479",16511144.1860087,-2296996.41399206,2029179.49974602
"51481",16512492.9328,-3462959.48605,1330779.9219626
"51483",15212492.9328,-3203276.62205,685550.137921657
"51498",15110075.0659767,-3794612.51317458,169178.186494064
"51500",13612492.9328,-2482503.6033,2158799.64845342
"51510",13612492.9328,-3290516.78655,1744254.7145395
"51523",15512492.9328,-2847792.8487,1072227.03289229
"51548",14512492.9328,-2574695.0043,1506625.82361392
"51555",16312492.9328,-3026814.8206,1366473.20588583
"51571",15912492.9328,-2202676.04035,1810121.27282577
"51589",16596648.9089507,-2393407.86354017,2010693.36061622
"51754",12912492.9328,-3203276.62205,2436924.16140644
"51769",13212492.9328,-3716378.65495,2046018.04647031
"51781",13412492.9328,-2757354.6945,2158480.33114787
"51783",16012492.9328,-2937617.42485,1217409.38404738
"51788",16312492.9328,-2574695.0043,1688233.25172887
"51789",15012492.9328,-2757354.6945,1155326.65791838
"51791",12912492.9328,-2757354.6945,2597665.84776738
"51793",13901470.8230772,-3611112.37943868,1377903.2265558
"51815",14112492.9328,-1822633.2914,2358292.50511193
"51825",15712492.9328,-2937617.42485,1056117.37907749
"51834",15612492.9328,-3632617.3477,442180.852666082
"51859",15312492.9328,-3290516.78655,600333.867441246
"51881",15412492.9328,-3377081.28795,535475.300158453
"51894",16612492.9328,-3799416.93585,1364031.11509481
"51903",13705707.1325928,-1923654.97819662,2499300.99075427
"51904",15512492.9328,-3115372.02545,815316.148713672
"51909",16412492.9328,-3716378.65495,1173743.81343266
"51919",16312492.9328,-3115372.02545,1312482.98869952
"51926",16408033.5233688,-2206879.37196702,2040398.03732142
"51940",15212492.9328,-3290516.78655,598470.430128276
"51945",15712492.9328,-3377081.28795,688066.484474361
"51953",13512492.9328,-2389758.88315,2295089.87969158
"51956",13012492.9328,-3377081.28795,2296327.56314573
"51957",13712492.9328,-2202676.04035,2281971.36174789
"51968",13600398.5404583,-3762121.10494351,1655696.13379808
"51970",14012492.9328,-2482503.6033,1873326.32202688
"51973",16512492.9328,-3026814.8206,1526996.01038181
"51974",16512492.9328,-3799416.93585,1264257.48417312
"51976",13212492.9328,-3548141.3286,2066917.44871528
"52000",14912492.9328,-3377081.28795,612833.022759532
"52016",13212726.4621096,-2296734.44700288,2585949.02058745
"52017",13625911.6861099,-2020569.16363286,2475527.96065297
"52022",14212492.9328,-2574695.0043,1674281.84079121
"52024",14812492.9328,-2296477.34305,1650649.88688566
"52043",16809175.0679742,-2669469.40396415,1977637.7856373
"52099",15812492.9328,-2482503.6033,1513129.75275139
"52113",16807976.6242289,-3714300.86063955,1566283.96021399
"52120",15812492.9328,-2937617.42485,1103457.21033873
"52155",15412492.9328,-2847792.8487,1052348.28522024
"52159",12912492.9328,-2666317.15395,2638554.18143598
"52162",12713971.1983005,-2575266.67027102,2856695.01049511
"52164",14312492.9328,-2389758.88315,1767854.27259574
"52176",16712492.9328,-3026814.8206,1695931.78195352
"52214",13412492.9328,-3115372.02545,1994449.44596585
"52218",13612492.9328,-2937617.42485,1894326.28882927
"52226",14612492.9328,-1918332.28425,2070414.62106093
"52302",14912492.9328,-2937617.42485,1008718.36759186
"52325",16564029.1001087,-2246103.18533891,2101932.95474136
"52335",14812492.9328,-1533058.3871,2395210.34282851
"52378",16012492.9328,-3290516.78655,967490.583422002
"52379",16612492.9328,-2847792.8487,1712963.41855699
"52394",14112492.9328,-3203276.62205,1328685.86518972
"52464",17076440.6068788,-3122748.0342354,1978950.27352778
"52488",12654992.0499929,-2614343.76197925,2891788.28600554
"52489",14112492.9328,-3462959.48605,1215467.67990014
"52503",14812492.9328,-2574695.0043,1384421.56237089
"52511",13612492.9328,-2389758.88315,2220286.34471361
"52571",15512492.9328,-2937617.42485,985350.76245539
"52588",14612492.9328,-3026814.8206,1072041.40740935
"52603",14012492.9328,-2574695.0043,1805201.34308756
"52610",15612492.9328,-2389758.88315,1540892.39913192
"52613",14612492.9328,-2666317.15395,1378384.71102119
"52615",15212492.9328,-2666317.15395,1222026.10100243
"52627",14212492.9328,-2202676.04035,1979536.00096909
"52656",15612492.9328,-2574695.0043,1361798.16258863
"52672",12812492.9328,-2847792.8487,2651293.19394724
"52707",15512492.9328,-2108372.58065,1798418.38626229
"52735",13512492.9328,-3462959.48605,1789960.4188159
"52776",13712492.9328,-2389758.88315,2147534.71431331
"52882",13412492.9328,-2389758.88315,2371751.17986766
"52885",14212492.9328,-3377081.28795,1157552.17470803
"52953",16112492.9328,-2666317.15395,1494474.1086625
"52965",15912492.9328,-2666317.15395,1388879.06894174
"52982",16012492.9328,-2202676.04035,1848992.40641908
"52983",15812492.9328,-2296477.34305,1687300.80770029
"53001",15512492.9328,-2757354.6945,1160150.4944584
"53011",15412492.9328,-2389758.88315,1506612.62187214
"53021",13612492.9328,-3203276.62205,1776017.07341449
"53047",13812492.9328,-3203276.62205,1593331.239378
"53073",13812492.9328,-2296477.34305,2145298.59984227
"53078",14112492.9328,-2666317.15395,1669962.55295793
"53099",13712492.9328,-2296477.34305,2213610.66717393
"53132",15812492.9328,-2666317.15395,1344154.44480366
"53194",13512492.9328,-2574695.0043,2178894.76702982
"53223",15912492.9328,-2757354.6945,1309536.08443151
"53232",15712492.9328,-2108372.58065,1838144.84885287
"53245",12712492.9328,-2666317.15395,2817356.9839577
"53283",16812492.9328,-3203276.62205,1704617.65160081
"53285",13012492.9328,-3026814.8206,2398651.79479131
"53303",13417427.3176122,-2219718.6835047,2478996.57015993
"53313",14712492.9328,-1822633.2914,2134232.16160317
