mean_cassa,NEAR_DIST,NEAR_X,NEAR_Y
6.682167597,17765758.59,96.68111897,17.80617783
2.918147409,2338539.169,-77.59204615,-3.598665039
11.28950003,1235148.332,-56.03247933,-27.75467148
22.86049192,999598.5181,-53.33753348,-22.02227995
5.615049828,10385025.51,37.39231022,-16.91221321
8.833642691,18062851.36,111.1228963,1.824838998
4.062678132,4013129.554,-66.9272268,17.92889107
5.092514233,9719832.714,30.20578794,-15.17488847
5.469305429,8501743.355,17.62937397,-12.54203224
9.662709476,2354850.303,-39.86280422,-16.04546807
5.052089138,630518.6876,-61.42237104,-23.68725562
6.65367953,2759508.702,-38.96448893,-7.199269999
9.954134934,16083099.43,143.3935137,-7.199269999
8.039814472,1354729.695,-56.03247933,-7.199269999
8.848518372,18162512.09,111.2934974,2.728475555
1.108468056,1356253.069,-71.30383916,-9.881638007
0.062434938,10111954.05,28.40915737,1.824838998
10.61999989,15509361.44,147.8850902,-10.06032592
11.42819695,17186567.24,102.969326,-2.695687276
11.87786102,17008497.07,120.9356316,-8.929451006
6.588081886,426246.2005,-65.91394746,-17.77494155
14.61819567,2597047.282,-38.96448893,-10.77115798
8.084793256,4350797.965,-85.67688371,13.45489258
7.096434656,1708915.685,-46.15101121,-15.17488847
14.27951006,1582413.694,-47.04932649,-20.33727238
4.346967697,3549724.103,-89.27014485,-0.760215682
8.56000042,15718409.13,79.83318335,7.231832141
7.297884475,8214198.521,7.74790584,9.022090045
0.133583339,15594396.68,78.71481329,38.34534672
15.2277619,1104236.822,-51.54090291,-19.48764166
9.863315589,18732787.67,106.5625871,14.33245432
9.73857681,421260.1447,-64.11731689,-21.18220445
13.35833391,16897393.58,92.18954255,33.97684583
3.552794051,6644979.977,-9.320084558,11.69016253
16.03000069,17629925.03,101.1726954,33.22514052
7.329681859,1190247.162,-59.62574047,-28.55084903
8.269287109,8325009.145,7.74790584,11.69016253
10.79438176,1973504.58,-46.15101121,-8.989674489
16.03000069,17648684.24,114.6474247,39.04931339
12.31935238,15622651.39,81.40975914,42.46353935
1.376170099,2197488.705,-76.69373087,-4.500736801
5.839450359,18244403.6,104.7659565,8.586341886
0.525495942,1741812.272,-53.33753348,-31.67419348
3.324293832,2424077.762,-71.30383916,1.824838998
1.214197997,6355346.645,-12.91334569,12.57406233
1.75900715,10024008.47,33.79904908,-16.91221321
11.61384695,2070294.599,-42.55775007,-22.02227995
31.00958824,15457924.39,76.91818272,8.458055379
15.62925067,18255791.63,103.8676412,26.98178314
14.35012,1387502.949,-52.4392182,-26.95256711
5.493333181,11127366.23,38.2906255,0.920742084
5.027162835,8724943.214,14.03611283,5.434354136
1.428296238,9854686.544,23.91758095,8.127972805
3.709672995,1389671.336,-56.03247933,-29.34099072
2.270916764,16274676.55,85.90133556,36.19181514
23.08897772,1142983.471,-53.33753348,-24.51186634
0.271854574,1574185.476,-68.60889331,-5.401677201
0.796045495,8878186.301,17.62937397,-0.887920689
10.61999989,15344446.85,149.6817207,-10.33824653
2.054194555,9978702.314,23.91758095,11.69016253
8.477404209,16622417.22,133.5120456,45.70002889
7.026027926,1578963.87,-50.64258763,-27.75467148
15.44709157,17936767.71,101.1726954,28.57963469
11.99181303,1159306.958,-56.03247933,-26.95256711
0.559605598,9902899.489,32.9007338,-17.77494155
10.61999989,15514537.08,152.3766666,-4.500736801
9.339496118,2772643.944,-39.86280422,-5.401677201
18.54814363,18089130.17,100.8391542,12.70139107
8.56000042,15737488.71,79.7005489,8.127972805
13.35635536,700161.387,-56.03247933,-15.17488847
0.148425932,16380852.91,131.715415,48.75837299
2.58114481,15680343.52,76.91818272,28.57963469
1.335833391,16887937.48,99.37606482,41.11907488
16.03000069,18542270.04,107.4609024,26.98178314
11.42883139,16359652.61,143.3935137,-3.598665039
11.59450073,2582623.25,-39.86280422,-8.989674489
13.50639463,17370747.16,99.37606482,2.728475555
9.499259666,16370091.21,93.98617312,43.77953811
4.401065162,538954.1532,-61.42237104,-22.85734615
2.560299884,1893902.071,-61.89886604,-0.887923619
1.86416014,15571473.05,76.01986743,30.15333299
20.05829047,1615139.013,-47.04932649,-22.02227995
0.243176712,2237587.406,-65.91394746,1.824838998
12.24386597,17445500.37,126.3255233,-3.671876257
15.94278084,731788.8143,-55.13416405,-19.48764166
2.576599986,10613908.25,32.00241851,5.434354136
10.50261859,17232435.8,100.2743801,0.016412769
1.813808256,9635299.16,22.12095039,7.231832141
2.611173716,2140748.33,-77.59204615,-6.30126233
15.58472289,17394869.6,102.0710107,36.91655438
15.17992489,18741548.99,119.1390011,29.36955533
13.08132553,16988540.25,128.6620085,-7.199269999
5.572499871,8213158.634,15.8327434,-16.04546807
3.732612787,9676133.64,26.61252681,-5.401677201
7.352863664,7343533.066,0.561383567,5.76210624
16.03000069,18952032.1,114.6474247,26.98178314
12.86015147,6777847.972,-8.421769274,12.57406233
0.982692361,1594157.32,-61.89855758,-3.598676894
11.80820913,1084903.901,-56.03247933,-26.14465047
10.92792732,704291.0261,-62.32068632,-11.65802482
7.478714731,19035531.75,108.6735912,18.56340013
2.046970904,1800211.19,-60.52405575,-1.792030028
6.660126934,9491120.347,25.71421152,-8.095480024
5.046481698,15656033.05,81.40975914,41.79485858
1.444727336,7298711.606,-2.133562286,10.80339589
9.541157153,6962815.818,-3.03187757,5.434354136
8.010255221,2537929.874,-40.7611195,-8.095480024
0.647676795,15909681.9,88.59628141,45.70002889
0.665653746,1635446.157,-73.10046973,-8.095480024
1.541608585,11418454.21,47.06332066,-15.17488847
9.169311555,217403.4213,-61.89872789,-16.04551832
5.934289152,528720.2352,-65.01563217,-14.30066122
2.374411599,8818790.244,14.93442811,5.434354136
12.90879699,2164747.48,-41.65943479,-16.04546807
0.883703755,9902600.715,31.10410323,-12.54203224
10.21666613,3289535.239,-72.20215445,9.913968571
2.289893089,8251071.859,13.13779754,-5.401677201
1.466063125,7210126.504,-3.03187757,10.80339589
9.028672993,17584829.07,114.6474247,-3.598665039
1.848854874,9201691.233,22.12095039,-5.401677201
2.290829095,9855762.694,22.12095039,13.45489258
5.751666466,10338698.91,32.9007338,-5.401677201
11.27448146,18820693.28,108.3592177,12.57406233
17.47423317,1990193.901,-48.84595706,-5.401677201
11.87407458,15854115.27,84.10470499,41.79485858
13.14486313,718395.8559,-55.13416405,-18.63347536
2.187050051,8997465.5,14.03611283,12.57406233
1.461774306,313737.4546,-61.89863113,-15.17493627
4.476641273,1361537.7,-59.62574047,-30.1249931
8.396211624,19052931.91,108.9394731,19.51856069
14.93704609,18981813.24,111.9524788,25.36067104
5.665997489,1193111.225,-56.93079462,-27.75467148
11.92584324,17207557.1,120.6730273,-7.14680885
12.83975455,1478291.898,-47.94764178,-17.77494155
6.864004503,6086340.244,-14.70997626,10.80339589
13.08132553,16995517.11,126.4183182,-7.932217821
5.929999828,5573545.007,-23.6931291,15.20655249
8.716738025,8734255.238,18.52768925,-8.095480024
16.03000069,17291953.23,117.3423705,42.46353935
4.242285046,1874276.82,-56.93079462,-1.792030028
16.25006645,1454616.4,-48.84595706,-14.30066122
2.425469193,9271943.675,16.73105868,12.57406233
0.024444444,11234655.34,34.69736436,16.07699615
12.17278148,1396743.335,-51.54090291,-26.14465047
4.608065738,2606733.589,-71.30383916,3.63142439
13.40390231,18371075.01,114.6474247,3.63142439
9.775410573,18601646.87,116.4440552,5.434354136
11.055795,15343100.63,74.22323686,14.73740051
