SOURCE_ID,mean_wheat,GiZScore,NEAR_DIST,NEAR_X,NEAR_Y
13629,1.085886263,1.259540044,4075043.44,5.951275272,15.20655249
13646,4.694540664,6.325878128,4456214.629,-2.133562286,47.12097
13670,2.028889561,2.583451358,13098559.71,-63.21900161,-33.94967734
13674,1.770133185,2.219482483,11496178.2,-54.23584876,-15.17488847
13679,1.428692263,1.741160815,12246298.96,-53.50735815,-33.94967734
13711,0.888461526,0.982593688,15275997.18,173.2932303,-35.43356495
13778,1.377119899,1.66855695,3773332.021,68.83334516,56.39488812
13830,1.340826492,1.618075372,4940793.927,15.8327434,-8.095480024
13862,1.549159571,1.911901726,4623435.279,91.29122726,33.22514052
13892,3.302199679,4.371728279,11083195.8,-91.9650907,41.11907488
13947,1.149176584,1.350110689,4464565.403,89.49459669,42.46353935
13959,0.325592071,0.193473297,13155366.8,150.580036,-32.43921198
14021,3.900460778,5.208132164,13536912.62,-102.7448741,20.36802369
14064,0.79152769,0.847885603,2669697.858,53.56198533,50.50850028
14077,0.937575596,1.05225749,3114964.129,61.64682289,52.19575295
14095,1.867109757,2.356564931,2429018.907,67.93502988,30.1923191
14126,0.138303664,-0.068770506,4690100.243,90.39291198,50.50850028
14183,0.747983917,0.786449621,603658.3967,46.37546306,32.46685781
14187,1.688568234,2.105085714,3895412.032,10.44285169,10.80339589
14193,0.611375352,0.595104876,4079907.999,24.81589624,-4.500736801
14210,0.554379591,0.514406239,12587151.16,-65.01563217,-16.04546807
14304,0.64650272,0.643907776,13907942.41,-70.40552388,-42.43939291
14327,0.419662445,0.327030101,5224182.198,21.2226351,-14.30066122
14339,0.242407419,0.077067617,13615454.99,-66.81226274,-42.43939291
16724,2.744163449,3.586941383,7227297.335,116.4440552,24.54169549
16770,1.724478725,2.155033102,12292093.16,-73.99878502,6.333885882
17281,5.094379487,6.884387602,5534161.381,102.0710107,38.34534672
17282,1.958711147,2.484993207,13050920.3,-63.21900161,-32.43921198
17783,0.394613269,0.291614247,2085925.439,47.27377834,46.32592291
17795,0.045413334,-0.199787832,1094800.412,37.27149121,19.51856069
17813,1.319806761,1.590320069,10781410.16,-81.18530729,36.91655438
23487,1.489130651,1.826006968,750501.253,46.37546306,33.97684583
23493,1.884400566,2.38177502,4836915.259,31.10410323,-14.30066122
27935,1.98204574,2.519504826,12068542.38,-97.3549824,33.22514052
14367,2.660495281,3.469202943,12776207.25,-58.72742519,-36.1653808
14373,3.213710197,4.248980329,3037066.344,23.01926567,50.50850028
14381,2.146817327,2.749895405,4956500.247,30.20578794,-15.17488847
14389,0.149930553,-0.052866029,2976701.209,27.51084209,5.434354136
14397,0.207455483,0.027269538,4976699.838,89.49459669,59.72493528
14445,2.084834536,2.66184942,12452909.3,-57.8291099,-29.34099072
14479,1.112470651,1.299132236,6881642.467,113.7491094,26.98178314
14547,0.810267099,0.874152584,1186833.171,48.17209363,37.63441344
14559,0.043770384,-0.201644803,8100532.092,138.003622,48.16090152
14624,3.050947134,4.017930736,10655035.86,-78.49036144,36.19181514
14704,1.649791864,2.052094876,2693937.73,70.62997573,32.46685781
14762,2.329411731,3.003624121,15329531.36,173.7516452,-39.2699999
14824,1.974247326,2.507697089,10600395.73,-106.3381352,52.74434452
14833,1.531535037,1.885042643,14208016.76,-73.99878502,-43.1012148
14967,3.977305238,5.318034775,12053631.41,-110.8297117,39.7462773
15035,2.660495281,3.469335622,12986284.33,-61.42237104,-35.43356495
15083,0.968851165,1.097102262,5530240.452,18.52768925,-16.04546807
15216,0.268213453,0.113169517,1384506.603,57.15524647,29.36955533
15329,0.028269341,-0.223816999,4248459.601,4.154644703,15.20655249
15346,4.87350388,6.573843702,5184949.33,32.00241851,-17.77494155
15414,1.037291547,1.192095991,3261323.247,61.64682289,53.82100625
15448,6.32963502,8.619585648,4417306.625,-1.235247001,48.16090152
15477,2.413378823,3.123874415,5515129.099,99.37606482,26.98178314
15493,1.865776539,2.353441408,3947097.898,7.74790584,14.33245432
15571,0.53424242,0.48768983,5801874.926,23.91758095,-21.18220445
15623,1.377119899,1.668621088,3694405.596,67.93502988,55.89339366
